position,td_group,player_weeks,player_week_share,worp,worp_share,median_volume,median_worp
QB,NO_TD,6,0.21428571428571427,0.0882344296874998,0.03719935486200794,20.0,0.00718539453124995
QB,HAS_TD,22,0.7857142857142857,2.2836999765624992,0.9628006451379922,34.0,0.0855495859374999
RB,NO_TD,39,0.6190476190476191,1.0788646249999971,0.46245208655816206,9.0,0.0219805937499999
RB,HAS_TD,24,0.38095238095238093,1.2540573281249987,0.5375479134418378,6.0,0.0485311835937499
TE,NO_TD,133,0.5659574468085107,4.585813632812492,0.4589850736430709,4.0,0.02632096875
TE,HAS_TD,102,0.4340425531914894,5.405390648437498,0.541014926356929,2.0,0.0383874296875
WR,NO_TD,75,0.4437869822485207,2.543721898437496,0.3024356765595982,5.0,0.023057703125
WR,HAS_TD,94,0.5562130177514792,5.867064578124995,0.6975643234404019,4.0,0.0571612890624999
