prior_signal_band,free_player_weeks,positive_worp_cases,hit_rate,positive_worp_sum,worp_per_free_player_week,mean_positive_worp_when_hit
ZERO_PRIOR_USAGE,12627,78,0.006177239249227845,3.666581609374996,0.0002903763054862593,0.04700745653044867
LOW_PRIOR_USAGE,4038,330,0.08172362555720654,14.791765273437484,0.0036631414743530173,0.04482353113162874
MID_PRIOR_USAGE,321,61,0.19003115264797507,3.149691406249996,0.009812122760903414,0.05163428534836059
HIGH_PRIOR_USAGE,38,15,0.39473684210526316,0.9764138046874995,0.02569510012335525,0.0650942536458333
NO_PRIOR_SAMPLE,374,4,0.0106951871657754,0.1804016249999997,0.0004823572860962559,0.045100406249999926
