group,prior_signal_center,window_n,positive_worp_cases,hit_rate,positive_worp_sum,worp_per_free_player_week
ALL,0,14861,200,0.013458044546127448,8.658295218749991,0.0005826186137372984
ALL,1,15891,294,0.018501038323579383,12.487660187499987,0.000785832243880183
ALL,2,2743,254,0.0925993437841779,10.829814835937487,0.003948164358708526
ALL,3,1438,195,0.1356050069541029,9.37799302343749,0.006521552867480869
ALL,4,783,124,0.1583652618135377,6.542201867187494,0.008355302512372279
ALL,5,433,66,0.15242494226327943,3.287915117187496,0.007593337453088905
ALL,6,212,33,0.15566037735849056,1.9148059765624978,0.009032103663030651
ALL,7,102,21,0.20588235294117646,1.2834290312499987,0.012582637561274498
ALL,8,68,17,0.25,0.7040540390624992,0.010353735868566164
