start_rank,end_rank,rank_gap,start_mean_worp,end_mean_worp,worp_cost,worp_cost_per_rank
82,88,6,-0.2351845182291666,-0.2810522890625,0.045867770833333404,0.007644628472222234
82,94,12,-0.2351845182291666,-0.3353606145833334,0.10017609635416677,0.008348008029513897
82,100,18,-0.2351845182291666,-0.38091888541666674,0.14573436718750013,0.008096353732638896
83,86,3,-0.24267890624999988,-0.2640185651041668,0.021339658854166943,0.007113219618055648
83,89,6,-0.24267890624999988,-0.3026825078125,0.06000360156250012,0.010000600260416687
83,95,12,-0.24267890624999988,-0.33924903385416694,0.09657012760416706,0.008047510633680588
83,101,18,-0.24267890624999988,-0.4003187630208332,0.1576398567708333,0.00875776982060185
84,87,3,-0.25010913541666663,-0.27769827864583346,0.027589143229166835,0.009196381076388946
84,90,6,-0.25010913541666663,-0.31018841927083335,0.06007928385416672,0.010013213975694454
84,96,12,-0.25010913541666663,-0.3494454999999999,0.09933636458333328,0.00827803038194444
84,102,18,-0.25010913541666663,-0.4011196119791666,0.1510104765625,0.008389470920138888
85,88,3,-0.25569057291666664,-0.2810522890625,0.02536171614583338,0.00845390538194446
85,91,6,-0.25569057291666664,-0.31476306770833334,0.05907249479166671,0.009845415798611118
85,97,12,-0.25569057291666664,-0.35321165104166674,0.0975210781250001,0.008126756510416675
85,103,18,-0.25569057291666664,-0.4063809401041667,0.15069036718750006,0.008371687065972225
86,89,3,-0.2640185651041668,-0.3026825078125,0.03866394270833318,0.012887980902777726
86,92,6,-0.2640185651041668,-0.32003918229166667,0.056020617187499844,0.009336769531249975
86,98,12,-0.2640185651041668,-0.36353082291666655,0.09951225781249973,0.008292688151041644
86,104,18,-0.2640185651041668,-0.4201177734375001,0.1560992083333333,0.008672178240740739
87,90,3,-0.27769827864583346,-0.31018841927083335,0.032490140624999886,0.010830046874999963
87,93,6,-0.27769827864583346,-0.32802200260416686,0.0503237239583334,0.0083872873263889
87,99,12,-0.27769827864583346,-0.3727730911458334,0.09507481249999994,0.007922901041666661
87,105,18,-0.27769827864583346,-0.42305728645833357,0.1453590078125001,0.008075500434027784
88,91,3,-0.2810522890625,-0.31476306770833334,0.03371077864583333,0.011236926215277776
88,94,6,-0.2810522890625,-0.3353606145833334,0.05430832552083337,0.009051387586805562
88,100,12,-0.2810522890625,-0.38091888541666674,0.09986659635416673,0.008322216362847227
88,106,18,-0.2810522890625,-0.4370432812500001,0.15599099218750007,0.008666166232638892
89,92,3,-0.3026825078125,-0.32003918229166667,0.017356674479166667,0.005785558159722222
89,95,6,-0.3026825078125,-0.33924903385416694,0.036566526041666936,0.006094421006944489
89,101,12,-0.3026825078125,-0.4003187630208332,0.09763625520833319,0.008136354600694432
89,107,18,-0.3026825078125,-0.4467141614583334,0.14403165364583342,0.008001758535879635
90,93,3,-0.31018841927083335,-0.32802200260416686,0.017833583333333514,0.005944527777777838
90,96,6,-0.31018841927083335,-0.3494454999999999,0.03925708072916656,0.006542846788194427
90,102,12,-0.31018841927083335,-0.4011196119791666,0.09093119270833327,0.007577599392361106
90,108,18,-0.31018841927083335,-0.45499523177083345,0.1448068125000001,0.008044822916666673
