start_rank,end_rank,rank_gap,start_mean_worp,end_mean_worp,worp_cost,worp_cost_per_rank
12,18,6,1.3074271770833334,1.0713786510416667,0.2360485260416667,0.03934142100694445
12,24,12,1.3074271770833334,0.9448821380208333,0.36254503906250013,0.030212086588541676
12,30,18,1.3074271770833334,0.8001455052083332,0.5072816718750003,0.02818231510416668
13,16,3,1.3007274661458335,1.1742134869791665,0.12651397916666696,0.042171326388888986
13,19,6,1.3007274661458335,1.0615278177083332,0.2391996484375003,0.03986660807291672
13,25,12,1.3007274661458335,0.9310704479166665,0.36965701822916697,0.030804751519097246
13,31,18,1.3007274661458335,0.7890374531249998,0.5116900130208336,0.028427222945601866
14,17,3,1.2725239739583332,1.1597196510416665,0.11280432291666664,0.03760144097222221
14,20,6,1.2725239739583332,1.028803903645833,0.2437200703125002,0.040620011718750036
14,26,12,1.2725239739583332,0.8950203151041665,0.3775036588541667,0.031458638237847225
14,32,18,1.2725239739583332,0.7473610078124998,0.5251629661458334,0.029175720341435188
15,18,3,1.2606134895833332,1.0713786510416667,0.18923483854166645,0.06307827951388882
15,21,6,1.2606134895833332,0.9863062786458333,0.2743072109374999,0.04571786848958331
15,27,12,1.2606134895833332,0.8516612838541665,0.4089522057291667,0.034079350477430555
15,33,18,1.2606134895833332,0.7338647239583332,0.526748765625,0.029263820312499998
16,19,3,1.1742134869791665,1.0615278177083332,0.11268566927083334,0.037561889756944446
16,22,6,1.1742134869791665,0.976778489583333,0.19743499739583348,0.03290583289930558
16,28,12,1.1742134869791665,0.8316986067708331,0.3425148802083334,0.028542906684027786
16,34,18,1.1742134869791665,0.6717888072916667,0.5024246796874998,0.027912482204861103
17,20,3,1.1597196510416665,1.028803903645833,0.13091574739583356,0.04363858246527785
17,23,6,1.1597196510416665,0.9493086796874999,0.21041097135416664,0.03506849522569444
17,29,12,1.1597196510416665,0.8203988333333333,0.3393208177083332,0.02827673480902777
17,35,18,1.1597196510416665,0.6373831015624999,0.5223365494791666,0.029018697193287035
18,21,3,1.0713786510416667,0.9863062786458333,0.08507237239583343,0.02835745746527781
18,24,6,1.0713786510416667,0.9448821380208333,0.12649651302083342,0.021082752170138903
18,30,12,1.0713786510416667,0.8001455052083332,0.2712331458333336,0.0226027621527778
18,36,18,1.0713786510416667,0.5957041588541664,0.47567449218750035,0.026426360677083354
19,22,3,1.0615278177083332,0.976778489583333,0.08474932812500013,0.028249776041666712
19,25,6,1.0615278177083332,0.9310704479166665,0.13045736979166667,0.021742894965277777
19,31,12,1.0615278177083332,0.7890374531249998,0.2724903645833333,0.02270753038194444
19,37,18,1.0615278177083332,0.5263850651041665,0.5351427526041667,0.029730152922453703
