season,week,player_id,player_name,position,weekly_worp,fantasy_points,observed_state,capturability,reason,evidence_tx_week,evidence_tx_type,evidence_tx_id,evidence_created_utc
2023,5,7694,Tommy Tremble,TE,0.0015858984374999,8.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,8181,Connor Heyward,RB,0.0315345859375,10.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,5113,Cedrick Wilson,WR,0.0268771874999999,10.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,8917,KaVontae Turpin,WR,0.0177544375,9.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,5695,Brandon Powell,WR,0.0285860078125,10.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,5985,Foster Moreau,TE,0.0056433046874999,8.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,6598,Trenton Irwin,WR,0.0712376953124999,16.0,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,5.0,waiver,1017354823420710912,2023-10-10T06:20:00.743000+00:00
2023,5,6659,Craig Reynolds,RB,0.058861125,13.6,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,4.0,waiver,1015003303723257856,2023-10-03T18:35:54.758000+00:00
2023,6,7536,Quintin Morris,TE,0.0292596171874999,9.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,6,5985,Foster Moreau,TE,0.0755174999999999,13.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,6,6865,Colby Parkinson,TE,0.0101207265625,7.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,6,7694,Tommy Tremble,TE,0.0053411796874999,7.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,6,11256,Tyson Bagent,QB,0.0122604609375,10.62,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,6.0,waiver,1020078218918940672,2023-10-17T18:41:48.828000+00:00
2023,6,7064,Darrynton Evans,RB,0.0005414140624999,7.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,5985,Foster Moreau,TE,0.0390982187499999,10.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,4198,Jamal Agnew,WR,0.0041830703124999,8.200000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,6865,Colby Parkinson,TE,0.0135154921874999,7.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,8181,Connor Heyward,RB,0.00141215625,7.300000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,4443,Pharaoh Brown,TE,0.0466697187499999,11.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,10867,Jake Bobo,WR,0.0887364296874999,17.1,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,7.0,waiver,1022730238943424512,2023-10-25T02:19:59.674000+00:00
2023,7,4335,P.J. Walker,QB,0.047963203125,7.52,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,7064,Darrynton Evans,RB,0.0377623515624999,11.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,7,5695,Brandon Powell,WR,0.0505154374999999,13.1,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,7.0,waiver,1022599312800419840,2023-10-24T17:39:44.449000+00:00
2023,8,4234,Noah Brown,WR,0.0032488906249999,10.2,FREE,AMBIGUOUS,TIMING_UNRESOLVED,9.0,waiver,1027852188762148864,2023-11-08T05:32:47.672000+00:00
2023,8,4335,P.J. Walker,QB,0.0178384531249999,17.82,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,7064,Darrynton Evans,RB,0.0466808046874999,14.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,8489,Drew Ogletree,TE,0.031543765625,11.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,8181,Connor Heyward,RB,0.0333970703125,13.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,2410,Jamison Crowder,WR,0.1393185859375,24.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,4443,Pharaoh Brown,TE,0.004086265625,8.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,5773,KhaDarel Hodge,WR,0.0249562187499999,12.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,8,7694,Tommy Tremble,TE,0.0324475,11.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,7694,Tommy Tremble,TE,0.0004504687499999,6.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,5409,Tanner Hudson,TE,0.0952280703125,15.5,FREE,AMBIGUOUS,TIMING_UNRESOLVED,10.0,waiver,1029263676081131520,2023-11-12T03:01:32.473000+00:00
2023,9,6001,Drew Sample,TE,0.09001371875,15.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,11292,Tommy DeVito,QB,0.07149865625,14.0,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,9.0,waiver,1027788877039300608,2023-11-08T01:21:12.981000+00:00
2023,9,4234,Noah Brown,WR,0.252336953125,32.8,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,9.0,waiver,1027852188762148864,2023-11-08T05:32:47.672000+00:00
2023,9,5113,Cedrick Wilson,WR,0.0240635546874999,10.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,5199,Byron Pringle,WR,0.023057703125,10.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,5773,KhaDarel Hodge,WR,0.02821140625,10.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,9,6970,Stephen Sullivan,TE,0.0467156796875,10.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,7694,Tommy Tremble,TE,0.0116938046874999,8.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,7106,Lawrence Cager,TE,0.0154693359375,9.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,10212,Josh Whyle,TE,0.0023145468749999,7.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,7587,Dyami Brown,WR,0.0441191484374999,12.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,8181,Connor Heyward,RB,0.0289945468749999,10.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,7716,John Bates,TE,0.016397546875,9.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,11034,Jalen Brooks,WR,0.0143221796875,9.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,6421,Jalen Guyton,WR,0.0629078281249999,14.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,10.0,waiver,1030228133322088448,2023-11-14T18:53:56.998000+00:00
2023,10,6694,D'Ernest Johnson,RB,0.0053747812499999,7.600000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,10,7891,Brock Wright,TE,0.0466918515625,12.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,2325,Nelson Agholor,WR,0.0313393671874999,10.7,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,10.0,free_agent,1030397771745943552,2023-11-15T06:08:01.950000+00:00
2023,11,6111,Jake Browning,QB,0.076458765625,14.52,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,11.0,waiver,1032776238017990656,2023-11-21T19:39:12.499000+00:00
2023,11,5970,Greg Dortch,WR,0.0894179843749999,15.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,11.0,waiver,1032879673140740096,2023-11-22T02:30:13.354000+00:00
2023,11,7694,Tommy Tremble,TE,0.0137171953124999,8.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,8145,Jeremy Ruckert,TE,0.02632096875,9.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,8583,Stone Smartt,TE,0.1031839062499999,16.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,6694,D'Ernest Johnson,RB,0.010719671875,8.3,FREE,AMBIGUOUS,TIMING_UNRESOLVED,12.0,waiver,1035300708075171840,2023-11-28T18:50:33.063000+00:00
2023,11,3269,Chris Moore,WR,0.0455369687499999,11.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,5973,Josh Oliver,TE,0.1569348515624999,20.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,11,6039,Ty Johnson,RB,0.1048116484375,16.4,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,11.0,waiver,1032776423104204800,2023-11-21T19:39:56.627000+00:00
2023,11,5374,Justin Watson,WR,0.1156854374999999,17.8,FREE,AMBIGUOUS,TIMING_UNRESOLVED,12.0,waiver,1035300728107134976,2023-11-28T18:50:37.839000+00:00
2023,12,11210,Malik Heath,WR,0.0005084296875,9.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,8917,KaVontae Turpin,WR,0.0090248046874999,10.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,10220,Will Mallory,TE,0.0005458203125,8.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,7842,Luke Farrell,TE,0.0493570390625,13.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,6694,D'Ernest Johnson,RB,0.0233904140624999,11.0,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,12.0,waiver,1035300708075171840,2023-11-28T18:50:33.063000+00:00
2023,12,6001,Drew Sample,TE,0.0026079140624999,9.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,6271,Olamide Zaccheaus,WR,0.0037326874999999,9.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,12,7496,Nick Westbrook-Ikhine,WR,0.0005084296875,9.6,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,11.0,waiver,1032776423104204800,2023-11-21T19:39:56.627000+00:00
2023,13,11082,Ben Sims,TE,0.0210904843749999,8.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,11306,Xavier Gipson,WR,0.0718680624999999,14.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,3286,Demarcus Robinson,WR,0.0935235937499999,16.5,FREE,AMBIGUOUS,TIMING_UNRESOLVED,14.0,waiver,1040344468051951616,2023-12-12T16:52:39.150000+00:00
2023,13,6850,Harrison Bryant,TE,0.1397900859374999,21.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,19,Joe Flacco,QB,0.1469628828124999,24.16,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,13.0,waiver,1037035470011645952,2023-12-03T13:43:52.539000+00:00
2023,13,2446,MyCole Pruitt,TE,0.0372963515625,10.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,6927,Quez Watkins,WR,0.0146817890625,7.300000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,616,Jimmy Graham,TE,0.0253427265625,8.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,7568,Brevin Jordan,TE,0.0837386171874999,15.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,11371,Julian Hill,TE,0.0228391640625,8.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,13,4127,C.J. Beathard,QB,0.0030743671874999,6.920000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,3286,Demarcus Robinson,WR,0.0702501328125,14.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,14.0,waiver,1040344468051951616,2023-12-12T16:52:39.150000+00:00
2023,14,4054,Mo Alie-Cox,TE,0.009645859375,8.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,5000,Chase Edmonds,RB,0.0380196484374999,10.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,616,Jimmy Graham,TE,0.060870640625,12.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,2325,Nelson Agholor,WR,0.006885984375,9.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,6185,Easton Stick,QB,0.01123609375,9.16,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,6865,Colby Parkinson,TE,0.0632876953125,12.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,8145,Jeremy Ruckert,TE,0.03859471875,10.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,10214,Davis Allen,TE,0.1609411796875,21.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,10220,Will Mallory,TE,0.1084092109375,16.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,7568,Brevin Jordan,TE,0.047967484375,11.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,14,6963,Patrick Taylor,RB,0.0219805937499999,9.5,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,14.0,waiver,1040378437405495296,2023-12-12T19:07:38.076000+00:00
2023,15,8583,Stone Smartt,TE,0.010745890625,9.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,6185,Easton Stick,QB,0.1629134453125,32.78,FREE,AMBIGUOUS,TIMING_UNRESOLVED,16.0,waiver,1045451238936223744,2023-12-26T19:05:08.208000+00:00
2023,15,5938,Lil'Jordan Humphrey,WR,0.0225899140624999,11.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,4054,Mo Alie-Cox,TE,0.03647203125,12.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,6453,D.J. Montgomery,WR,0.0445563203125,13.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,8207,Tyler Goodson,RB,0.0403245859374999,13.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,15.0,waiver,1042887378353909760,2023-12-19T17:17:16.211000+00:00
2023,15,4274,David Moore,WR,0.0949124140625,18.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,1737,Case Keenum,QB,0.019348484375,18.160000000000004,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,3257,Jacoby Brissett,QB,0.0730397109375,23.76,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,4198,Jamal Agnew,WR,0.091848234375,18.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,15,616,Jimmy Graham,TE,0.0345104921875,11.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,6185,Easton Stick,QB,0.0881924531249999,25.5,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,16.0,waiver,1045451238936223744,2023-12-26T19:05:08.208000+00:00
2023,16,4972,Mason Rudolph,QB,0.2070475390625,36.9,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,16.0,waiver,1045451275002888192,2023-12-26T19:05:16.807000+00:00
2023,16,6001,Drew Sample,TE,0.0321883984374999,11.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,7559,Ihmir Smith-Marsette,WR,0.03175634375,13.500000000000002,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,8249,Lucas Krull,TE,0.0946431484375,17.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,8756,Brandon Johnson,WR,0.0655171328124999,16.7,FREE,AMBIGUOUS,TIMING_UNRESOLVED,17.0,waiver,1046946082325921792,2023-12-30T22:05:06.645000+00:00
2023,16,7585,Davis Mills,QB,0.0806063359375,24.76,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,10220,Will Mallory,TE,0.083084703125,16.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,3257,Jacoby Brissett,QB,0.0017196093749999,16.7,FREE,AMBIGUOUS,TIMING_UNRESOLVED,17.0,waiver,1045932150337622016,2023-12-28T02:56:06.421000+00:00
2023,16,2549,Trevor Siemian,QB,0.0556610390624999,22.28,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,6865,Colby Parkinson,TE,0.0621962890625,14.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,7694,Tommy Tremble,TE,0.0747535546875,15.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,16,8204,Bo Melton,WR,0.0036441953124999,10.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,2549,Trevor Siemian,QB,0.097934375,25.54,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,4314,Johnny Mundt,TE,0.098073015625,18.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,8127,Charlie Kolar,TE,0.0005379921875,9.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,4602,Robert Tonyan,TE,0.02298865625,12.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,5938,Lil'Jordan Humphrey,WR,0.0954308281249998,18.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,6798,Jalen Reagor,WR,0.0187706640624999,11.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,8174,Kevin Harris,RB,0.0250024374999999,11.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,8204,Bo Melton,WR,0.1788746874999999,26.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,3433,Alex Erickson,WR,0.1054022421874999,19.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,5113,Cedrick Wilson,WR,0.0165644374999998,11.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,17,7568,Brevin Jordan,TE,0.0219334765625,11.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,2325,Nelson Agholor,WR,0.0161512890625,10.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,4972,Mason Rudolph,QB,0.088217578125,21.88,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046946163532005376,2023-12-30T22:05:26.006000+00:00
2023,18,6323,Andrew Beck,RB,0.0039196015624999,8.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,8127,Charlie Kolar,TE,0.0186956093749999,9.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,4054,Mo Alie-Cox,TE,0.0137724296875,8.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,3161,Carson Wentz,QB,0.2976008515625,42.52,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046472834236850176,2023-12-29T14:44:35.508000+00:00
2023,18,5010,Will Dissly,TE,0.1013674140625,17.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,5973,Josh Oliver,TE,0.0166804999999999,9.1,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046946260353179648,2023-12-30T22:05:49.090000+00:00
2023,18,6290,Scotty Miller,WR,0.0180840468749999,10.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,6960,Tyler Johnson,WR,0.0005268906249999,8.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,10226,Andrei Iosivas,WR,0.128031578125,21.6,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046946212982669312,2023-12-30T22:05:37.796000+00:00
2023,18,5154,Trent Sherfield,WR,0.0309627499999999,11.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,6908,La'Mical Perine,RB,0.1164748437499999,20.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,827,Tyrod Taylor,QB,0.2241883203124999,35.28,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046946113498062848,2023-12-30T22:05:14.077000+00:00
2023,18,10214,Davis Allen,TE,0.0504560624999999,12.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,3362,Jeff Driskel,QB,0.0829067187499999,21.34,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,6927,Quez Watkins,WR,0.160029296875,24.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,8204,Bo Melton,WR,0.0668132734374999,15.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,8756,Brandon Johnson,WR,0.0598547187499999,14.8,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,17.0,waiver,1046946082325921792,2023-12-30T22:05:06.645000+00:00
2023,18,2381,Chris Conley,WR,0.0309627499999999,11.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,4314,Johnny Mundt,TE,0.10341428125,17.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,5032,Jordan Akins,TE,0.0295798828125,10.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,6926,Brycen Hopkins,TE,0.032509890625,10.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,18,8116,Pierre Strong,RB,0.0127333046875,9.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,1,5032,Jordan Akins,TE,0.0213224453124999,9.7,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,1,6960,Tyler Johnson,WR,0.0664504140625,14.9,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,1.0,waiver,1139033823906304000,2024-09-10T00:48:55.145000+00:00
2024,1,5096,Ray-Ray McCloud,WR,0.01461896875,10.2,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,1.0,waiver,1139395778327425025,2024-09-11T00:47:11.804000+00:00
2024,1,3202,Austin Hooper,TE,0.0147497109374999,9.1,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,1.0,free_agent,1095586444430610432,2024-05-13T03:24:32.665000+00:00
2024,1,6427,Ashton Dulin,WR,0.0719895,15.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,10231,Elijah Higgins,TE,0.0220834843749999,9.8,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,1.0,free_agent,1095572920874635264,2024-05-13T02:30:48.398000+00:00
2024,2,4189,Eric Saubert,TE,0.0099662578124999,8.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,5938,Lil'Jordan Humphrey,WR,0.0171461328124999,10.0,FREE,AMBIGUOUS,TIMING_UNRESOLVED,3.0,waiver,1144468974642835456,2024-09-25T00:46:16.061000+00:00
2024,2,7562,Tutu Atwell,WR,0.0100878281249999,9.3,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,1.0,waiver,1139417423414833152,2024-09-11T02:13:12.395000+00:00
2024,2,5010,Will Dissly,TE,0.0331991249999999,10.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,6001,Drew Sample,TE,0.0220834843749999,9.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,7694,Tommy Tremble,TE,0.01705459375,9.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,9479,Darnell Washington,TE,0.008982390625,8.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,9480,Brenton Strange,TE,0.0699624218749999,14.5,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,2.0,waiver,1141903916855103488,2024-09-17T22:53:38.628000+00:00
2024,2,8177,Grant Calcaterra,TE,0.0030256328125,7.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,2,8414,Britain Covey,WR,0.0050307109374999,8.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,3,8917,KaVontae Turpin,WR,0.0578316328125,15.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,3,5938,Lil'Jordan Humphrey,WR,0.0083488515624999,10.2,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,3.0,waiver,1144468974642835456,2024-09-25T00:46:16.061000+00:00
2024,3,3258,Nick Vannett,TE,0.0184690625,10.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,3,11603,AJ Barner,TE,0.002925375,9.3,FREE,AMBIGUOUS,TIMING_UNRESOLVED,4.0,waiver,1146996263628644352,2024-10-02T00:08:48.710000+00:00
2024,3,7694,Tommy Tremble,TE,0.0087426640625,9.9,FREE,AMBIGUOUS,TIMING_UNRESOLVED,4.0,waiver,1145744745700974592,2024-09-28T13:15:43.584000+00:00
2024,3,7891,Brock Wright,TE,0.0428930390624999,13.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,3,10212,Josh Whyle,TE,0.061595015625,15.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2024,3,5032,Jordan Akins,TE,0.0184690625,10.9,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
