season,week,player_id,player_name,position,weekly_worp,fantasy_points,observed_state,capturability,reason,evidence_tx_week,evidence_tx_type,evidence_tx_id,evidence_created_utc
2023,3,4443,Pharaoh Brown,TE,0.111414640625,21.1,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,3634,Kalif Raymond,WR,0.011768515625,11.0,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,5973,Josh Oliver,TE,0.016619453125,10.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,6865,Colby Parkinson,TE,0.0377354921875,12.8,FREE,CAPTURABLE,PLAYER_FREE_BEFORE_WEEK,2.0,waiver,1010068028375048192,2023-09-20T03:44:53.422000+00:00
2023,3,7568,Brevin Jordan,TE,0.0245391249999999,11.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,2320,Melvin Gordon,RB,0.01851640625,11.0,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,3.0,waiver,1012472415722532864,2023-09-26T18:59:04.037000+00:00
2023,3,3423,Robbie Chosen,WR,0.0630478203125,16.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,616,Jimmy Graham,TE,0.002641984375,8.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,3,6271,Olamide Zaccheaus,WR,0.0408528828124999,14.3,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,7050,Josiah Deguara,TE,0.03631728125,12.4,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,4054,Mo Alie-Cox,TE,0.0283959765624999,11.5,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,8253,Deven Thompkins,WR,0.0794769374999999,17.299999999999997,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,10212,Josh Whyle,TE,0.0468634999999999,13.6,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,8111,Cade Otton,TE,0.0442661171874999,13.3,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,4.0,free_agent,1013229011104784384,2023-09-28T21:05:30.433000+00:00
2023,4,5121,Braxton Berrios,WR,0.0911111171874999,18.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,4.0,waiver,1014817947996516352,2023-10-03T06:19:22.509000+00:00
2023,4,7496,Nick Westbrook-Ikhine,WR,0.0732034140624999,16.6,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,4.0,waiver,1014817977641934848,2023-10-03T06:19:29.577000+00:00
2023,4,8489,Drew Ogletree,TE,0.0929424843749999,18.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,4,10234,Derius Davis,WR,0.0215736718749999,10.8,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,827,Tyrod Taylor,QB,0.0026343203125,9.94,FREE,AMBIGUOUS,SAME_WEEK_TRANSACTION,5.0,waiver,1017354869654630400,2023-10-10T06:20:11.767000+00:00
2023,5,2325,Nelson Agholor,WR,0.036920484375,11.9,FREE,AMBIGUOUS,TIMING_UNRESOLVED,6.0,waiver,1020235464160268288,2023-10-18T05:06:39.015000+00:00
2023,5,2545,Geoff Swaim,TE,0.0023798515624999,8.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,5374,Justin Watson,WR,0.0094767499999999,8.600000000000001,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
2023,5,6234,Deonte Harty,WR,0.0227196406249999,10.2,FREE,CAPTURABLE,NO_RELEVANT_TRANSACTION_FOUND,,,,
