capturable_player_weeks,capturable_worp,low_volume_player_week_share,mid_volume_player_week_share,high_volume_player_week_share,low_volume_worp_share,mid_volume_worp_share,high_volume_worp_share,zero_td_player_week_share,has_td_player_week_share,zero_td_worp_share,has_td_worp_share,median_volume,p75_volume,median_worp,p75_worp
495,23.106847117187478,0.4909090909090909,0.3939393939393939,0.11515151515151516,0.3338627189405356,0.42548580967476357,0.24065147138470075,0.5111111111111111,0.4888888888888889,0.3590552421046761,0.6409447578953239,4.0,6.0,0.033967453125,0.06399923046874995
