positive_free_player_weeks,capturable_player_weeks,not_capturable_player_weeks,ambiguous_player_weeks,ambiguous_rate,total_free_worp,capturable_worp,not_capturable_worp,ambiguous_worp,capturable_worp_share
506,396,0,110,0.21739130434782608,23.639812937499975,16.88319499999998,0.0,6.756617937499993,0.7141847968355988
