midplus_free_player_weeks,midplus_hits,midplus_hit_rate,midplus_worp_per_free_week,zero_low_free_player_weeks,zero_low_hits,zero_low_hit_rate,zero_low_worp_per_free_week,hit_rate_lift_midplus_vs_zero_low,worp_rate_lift_midplus_vs_zero_low
359,76,0.2116991643454039,0.011493329278377424,16665,408,0.024482448244824484,0.0011076115741261614,8.646976896608225,10.376678563913496
