tail_start,tail_end,season_worp_slope12,season_worp_norm12,positive_week_pct_slope12,positive_week_pct_norm12,top2_positive_share_slope12,top2_positive_share_norm12,weeks_to_75pct_positive_slope12,weeks_to_75pct_positive_norm12,flat_metrics_le_10pct
36,90,-0.1780853541170634,0.06172003836518992,-0.12576934574069787,0.14756679369882497,0.07952139724521388,0.1370440880873834,-0.5571428571428569,0.07959183673469385,2
42,90,-0.15279364431760192,0.0529545488790759,-0.12048502258046066,0.14136662925468163,0.07776096532692399,0.13401022807939061,-0.49408163265306093,0.0705830903790087,2
48,90,-0.13209531888024764,0.04578101433199049,-0.11648822822495261,0.13667713894492142,0.08423254566551394,0.1451630983345681,-0.5228027786167323,0.07468611123096176,2
54,90,-0.11750131558202936,0.040723088889813804,-0.10180450714506442,0.11944853982511396,0.0866633764006223,0.14935229763095947,-0.4357515410146993,0.06225022014495705,2
60,90,-0.11054473765120965,0.03831210872297544,-0.06863607099731389,0.08053158636954776,0.08643428040235998,0.1489574824836663,-0.41532258064516137,0.059331797235023055,3
