positive_free_player_weeks,capturable_player_weeks,not_capturable_player_weeks,ambiguous_player_weeks,ambiguous_rate,total_free_worp,capturable_worp,not_capturable_worp,ambiguous_worp,capturable_worp_share
506,495,0,11,0.021739130434782608,23.639812937499975,23.106847117187478,0.0,0.5329658203124994,0.9774547361384975
