season,transaction_week,transaction_type,transaction_id,status_updated_ms,status_updated_utc,created_ms,created_utc,player_id,drop_from,add_to,owner_w_minus_1,owner_w,owner_w_plus_1,waiver_bid,consistent,reason
2024,6,waiver,1152118005141348352,1729094801545,2024-10-16T16:06:41.545000+00:00,1729048847044,2024-10-16T03:20:47.044000+00:00,4314,5,,5,5,,8,True,
2024,6,waiver,1152052575114579968,1729094801545,2024-10-16T16:06:41.545000+00:00,1729033247310,2024-10-15T23:00:47.310000+00:00,11636,9,,9,9,,0,True,
2024,6,waiver,1152052575114579968,1729094801545,2024-10-16T16:06:41.545000+00:00,1729033247310,2024-10-15T23:00:47.310000+00:00,7989,,9,,,9,0,True,
2024,6,waiver,1152052438493425664,1729094801545,2024-10-16T16:06:41.545000+00:00,1729033214737,2024-10-15T23:00:14.737000+00:00,11590,9,,9,9,,0,True,
2024,6,waiver,1152052438493425664,1729094801545,2024-10-16T16:06:41.545000+00:00,1729033214737,2024-10-15T23:00:14.737000+00:00,6039,,9,,,9,0,True,
2024,6,waiver,1152006199282364416,1729094801545,2024-10-16T16:06:41.545000+00:00,1729022190450,2024-10-15T19:56:30.450000+00:00,9504,,8,,,8,2,True,
2024,6,waiver,1151010551070568448,1728835584618,2024-10-13T16:06:24.618000+00:00,1728784809418,2024-10-13T02:00:09.418000+00:00,4054,,6,,6,6,0,True,
2024,6,waiver,1149774848508534784,1728576405576,2024-10-10T16:06:45.576000+00:00,1728490194969,2024-10-09T16:09:54.969000+00:00,10218,,12,,12,12,5,True,
2024,6,waiver,1149774848508534784,1728576405576,2024-10-10T16:06:45.576000+00:00,1728490194969,2024-10-09T16:09:54.969000+00:00,8188,12,,12,,,5,True,
2024,6,waiver,1149672906130087936,1728489997591,2024-10-09T16:06:37.591000+00:00,1728465890012,2024-10-09T09:24:50.012000+00:00,7587,,12,,12,,0,True,
2024,6,waiver,1149672906130087936,1728489997591,2024-10-09T16:06:37.591000+00:00,1728465890012,2024-10-09T09:24:50.012000+00:00,4454,12,,12,,,0,True,
2024,6,waiver,1149672776677056512,1728489997591,2024-10-09T16:06:37.591000+00:00,1728465859148,2024-10-09T09:24:19.148000+00:00,4219,,12,,12,,0,True,
2024,6,waiver,1149672776677056512,1728489997591,2024-10-09T16:06:37.591000+00:00,1728465859148,2024-10-09T09:24:19.148000+00:00,8180,12,,12,,10,0,True,
2024,7,waiver,1154704943962681344,1729699638614,2024-10-23T16:07:18.614000+00:00,1729665621322,2024-10-23T06:40:21.322000+00:00,11783,5,,5,5,,12,True,
2024,7,waiver,1154704943962681344,1729699638614,2024-10-23T16:07:18.614000+00:00,1729665621322,2024-10-23T06:40:21.322000+00:00,5917,,5,,,5,12,True,
2024,7,waiver,1154612799201517568,1729699638614,2024-10-23T16:07:18.614000+00:00,1729643652299,2024-10-23T00:34:12.299000+00:00,8172,9,,9,9,,3,True,
2024,7,waiver,1154612799201517568,1729699638614,2024-10-23T16:07:18.614000+00:00,1729643652299,2024-10-23T00:34:12.299000+00:00,8249,,9,,,9,3,True,
2024,7,waiver,1154612672013500416,1729699638614,2024-10-23T16:07:18.614000+00:00,1729643621975,2024-10-23T00:33:41.975000+00:00,9227,9,,9,9,,11,True,
2024,7,waiver,1154612672013500416,1729699638614,2024-10-23T16:07:18.614000+00:00,1729643621975,2024-10-23T00:33:41.975000+00:00,10862,,9,,,9,11,True,
2024,7,waiver,1154531104070795264,1729699638614,2024-10-23T16:07:18.614000+00:00,1729624174662,2024-10-22T19:09:34.662000+00:00,3200,,2,,,2,15,True,
2024,7,waiver,1154531104070795264,1729699638614,2024-10-23T16:07:18.614000+00:00,1729624174662,2024-10-22T19:09:34.662000+00:00,5008,2,,2,2,,15,True,
2024,7,trade,1154077210429530112,1729545649480,2024-10-21T21:20:49.480000+00:00,1729515957985,2024-10-21T13:05:57.985000+00:00,11655,3,10,3,3,10,,True,
2024,7,trade,1154077210429530112,1729545649480,2024-10-21T21:20:49.480000+00:00,1729515957985,2024-10-21T13:05:57.985000+00:00,6803,10,3,10,10,3,,True,
2024,7,waiver,1153655224075206656,1729440441154,2024-10-20T16:07:21.154000+00:00,1729415348598,2024-10-20T09:09:08.598000+00:00,5010,,12,,12,12,0,True,
2024,7,waiver,1153655224075206656,1729440441154,2024-10-20T16:07:21.154000+00:00,1729415348598,2024-10-20T09:09:08.598000+00:00,7587,12,,12,,,0,True,
2024,7,waiver,1152518936693653504,1729181216043,2024-10-17T16:06:56.043000+00:00,1729144436575,2024-10-17T05:53:56.575000+00:00,4219,12,,12,,,0,True,
2024,7,waiver,1152518936693653504,1729181216043,2024-10-17T16:06:56.043000+00:00,1729144436575,2024-10-17T05:53:56.575000+00:00,11895,,12,,12,12,0,True,
2024,7,waiver,1152424153664860160,1729181216043,2024-10-17T16:06:56.043000+00:00,1729121838540,2024-10-16T23:37:18.540000+00:00,8180,,10,,10,10,0,True,
2024,7,waiver,1152424153664860160,1729181216043,2024-10-17T16:06:56.043000+00:00,1729121838540,2024-10-16T23:37:18.540000+00:00,8140,10,,10,,,0,True,
2024,8,trade,1157191077401653248,1730428253196,2024-11-01T02:30:53.196000+00:00,1730258361724,2024-10-30T03:19:21.724000+00:00,2133,10,4,10,10,10,,False,W+1 still owned by drop_from; W+1 owner != add_to
2024,8,free_agent,1157189665938587648,1730258025205,2024-10-30T03:13:45.205000+00:00,1730258025205,2024-10-30T03:13:45.205000+00:00,6960,5,,5,5,,,True,
2024,8,waiver,1157141482055516160,1730304394139,2024-10-30T16:06:34.139000+00:00,1730246537272,2024-10-30T00:02:17.272000+00:00,10218,,9,12,,9,11,True,
2024,8,waiver,1157141482055516160,1730304394139,2024-10-30T16:06:34.139000+00:00,1730246537272,2024-10-30T00:02:17.272000+00:00,5938,9,,9,9,,11,True,
2024,8,trade,1157140264553869312,1730246327556,2024-10-29T23:58:47.556000+00:00,1730246246997,2024-10-29T23:57:26.997000+00:00,8137,10,3,10,10,3,,True,
2024,8,trade,1157140264553869312,1730246327556,2024-10-29T23:58:47.556000+00:00,1730246246997,2024-10-29T23:57:26.997000+00:00,4881,10,3,10,10,3,,True,
2024,8,trade,1157140264553869312,1730246327556,2024-10-29T23:58:47.556000+00:00,1730246246997,2024-10-29T23:57:26.997000+00:00,9229,3,10,3,3,10,,True,
2024,8,trade,1157140264553869312,1730246327556,2024-10-29T23:58:47.556000+00:00,1730246246997,2024-10-29T23:57:26.997000+00:00,7564,3,10,3,3,10,,True,
2024,8,waiver,1156706384461877248,1730304394139,2024-10-30T16:06:34.139000+00:00,1730142801922,2024-10-28T19:13:21.922000+00:00,6598,10,,10,10,,1,True,
2024,8,waiver,1156706384461877248,1730304394139,2024-10-30T16:06:34.139000+00:00,1730142801922,2024-10-28T19:13:21.922000+00:00,3634,,10,,,10,1,True,
2024,8,waiver,1156230518061613056,1730045195838,2024-10-27T16:06:35.838000+00:00,1730029346531,2024-10-27T11:42:26.531000+00:00,6074,10,,10,,,0,True,
2024,8,waiver,1156230518061613056,1730045195838,2024-10-27T16:06:35.838000+00:00,1730029346531,2024-10-27T11:42:26.531000+00:00,7812,,10,,10,10,0,True,
2024,8,waiver,1154862192089522176,1729785996489,2024-10-24T16:06:36.489000+00:00,1729703112197,2024-10-23T17:05:12.197000+00:00,2381,,12,,12,,0,True,
2024,8,waiver,1154862192089522176,1729785996489,2024-10-24T16:06:36.489000+00:00,1729703112197,2024-10-23T17:05:12.197000+00:00,10218,12,,12,,9,0,True,
2024,9,waiver,1159707126844178432,1730912795188,2024-11-06T17:06:35.188000+00:00,1730858234657,2024-11-06T01:57:14.657000+00:00,8159,,9,,,9,22,True,
2024,9,waiver,1159707126844178432,1730912795188,2024-11-06T17:06:35.188000+00:00,1730858234657,2024-11-06T01:57:14.657000+00:00,7989,9,,9,9,,22,True,
2024,9,waiver,1159559193574215680,1730912795188,2024-11-06T17:06:35.188000+00:00,1730822964617,2024-11-05T16:09:24.617000+00:00,7496,,2,,,2,7,True,
2024,9,waiver,1159495070111068160,1730912795188,2024-11-06T17:06:35.188000+00:00,1730807676392,2024-11-05T11:54:36.392000+00:00,4454,,10,,,10,5,True,
2024,9,waiver,1157418062598017024,1730390801628,2024-10-31T16:06:41.628000+00:00,1730312479212,2024-10-30T18:21:19.212000+00:00,8013,,12,,12,,0,True,
2024,9,free_agent,1157417828698406912,1730312423446,2024-10-30T18:20:23.446000+00:00,1730312423446,2024-10-30T18:20:23.446000+00:00,2381,12,,12,,,,True,
2024,9,trade,1157367608442912768,1730314067936,2024-10-30T18:47:47.936000+00:00,1730300450004,2024-10-30T15:00:50.004000+00:00,7588,2,7,2,7,7,,True,
2024,9,trade,1157357059332055040,1730298162531,2024-10-30T14:22:42.531000+00:00,1730297934900,2024-10-30T14:18:54.900000+00:00,421,10,5,10,5,5,,True,
2024,10,waiver,1162267825306890240,1731517622813,2024-11-13T17:07:02.813000+00:00,1731468752746,2024-11-13T03:32:32.746000+00:00,1049,7,,7,7,,26,True,
2024,10,waiver,1162267825306890240,1731517622813,2024-11-13T17:07:02.813000+00:00,1731468752746,2024-11-13T03:32:32.746000+00:00,10214,,7,,,7,26,True,
2024,10,waiver,1161272517416562688,1731258404729,2024-11-10T17:06:44.729000+00:00,1731231452853,2024-11-10T09:37:32.853000+00:00,5086,,12,,12,12,0,True,
2024,10,waiver,1161272517416562688,1731258404729,2024-11-10T17:06:44.729000+00:00,1731231452853,2024-11-10T09:37:32.853000+00:00,8013,12,,12,,,0,True,
2024,11,waiver,1164797635665149952,1732122394353,2024-11-20T17:06:34.353000+00:00,1732071906537,2024-11-20T03:05:06.537000+00:00,6920,8,,8,8,,3,True,
2024,11,waiver,1164797635665149952,1732122394353,2024-11-20T17:06:34.353000+00:00,1732071906537,2024-11-20T03:05:06.537000+00:00,8917,,8,,,8,3,True,
2024,11,waiver,1164248119693950976,1731949600361,2024-11-18T17:06:40.361000+00:00,1731940891720,2024-11-18T14:41:31.720000+00:00,11292,,12,,12,12,8,True,
2024,11,waiver,1164248119693950976,1731949600361,2024-11-18T17:06:40.361000+00:00,1731940891720,2024-11-18T14:41:31.720000+00:00,829,12,,12,,,8,True,
2024,11,free_agent,1162826794391650304,1731602021361,2024-11-14T16:33:41.361000+00:00,1731602021361,2024-11-14T16:33:41.361000+00:00,7607,2,,2,,,,True,
2024,12,waiver,1167363899843366912,1732727240888,2024-11-27T17:07:20.888000+00:00,1732683751596,2024-11-27T05:02:31.596000+00:00,4274,,10,,,10,5,True,
2024,12,waiver,1167357990723346432,1732727240888,2024-11-27T17:07:20.888000+00:00,1732682342752,2024-11-27T04:39:02.752000+00:00,4219,,5,,,5,20,True,
2024,12,free_agent,1166448479787552768,1732465498447,2024-11-24T16:24:58.447000+00:00,1732465498447,2024-11-24T16:24:58.447000+00:00,4089,1,,1,,,,True,
2024,12,trade,1166447415097143296,1732465471101,2024-11-24T16:24:31.101000+00:00,1732465244605,2024-11-24T16:20:44.605000+00:00,11565,1,7,1,7,7,,True,
2024,12,trade,1166447415097143296,1732465471101,2024-11-24T16:24:31.101000+00:00,1732465244605,2024-11-24T16:20:44.605000+00:00,5859,7,1,7,1,1,,True,
2024,12,trade,1166447415097143296,1732465471101,2024-11-24T16:24:31.101000+00:00,1732465244605,2024-11-24T16:20:44.605000+00:00,3321,7,1,7,1,1,,True,
2024,12,trade,1166447415097143296,1732465471101,2024-11-24T16:24:31.101000+00:00,1732465244605,2024-11-24T16:20:44.605000+00:00,11635,1,7,1,7,7,,True,
2024,12,trade,1166447415097143296,1732465471101,2024-11-24T16:24:31.101000+00:00,1732465244605,2024-11-24T16:20:44.605000+00:00,4033,7,1,7,7,1,,True,
2024,12,waiver,1166405934764310528,1732468019430,2024-11-24T17:06:59.430000+00:00,1732455354923,2024-11-24T13:35:54.923000+00:00,5938,,11,,11,11,0,True,
2024,12,waiver,1166405832209211392,1732468019430,2024-11-24T17:06:59.430000+00:00,1732455330472,2024-11-24T13:35:30.472000+00:00,3202,,11,,11,11,0,True,
2024,12,waiver,1166405785354780672,1732468019430,2024-11-24T17:06:59.430000+00:00,1732455319301,2024-11-24T13:35:19.301000+00:00,2359,,11,,11,11,0,True,
2024,12,free_agent,1166077807030554624,1732377123175,2024-11-23T15:52:03.175000+00:00,1732377123175,2024-11-23T15:52:03.175000+00:00,4080,5,,5,,,,True,
2024,12,waiver,1165810389305782272,1732381613528,2024-11-23T17:06:53.528000+00:00,1732313365821,2024-11-22T22:09:25.821000+00:00,3357,,1,,1,1,100,True,
2024,12,waiver,1165810389305782272,1732381613528,2024-11-23T17:06:53.528000+00:00,1732313365821,2024-11-22T22:09:25.821000+00:00,11580,1,,1,,,100,True,
2024,13,waiver,1169840281639030784,1733332000117,2024-12-04T17:06:40.117000+00:00,1733274167025,2024-12-04T01:02:47.025000+00:00,6820,9,,9,9,,3,True,
2024,13,waiver,1169840281639030784,1733332000117,2024-12-04T17:06:40.117000+00:00,1733274167025,2024-12-04T01:02:47.025000+00:00,9227,,9,,,9,3,True,
2024,13,waiver,1169840202966298624,1733332000117,2024-12-04T17:06:40.117000+00:00,1733274148268,2024-12-04T01:02:28.268000+00:00,8249,9,,9,9,,7,True,
2024,13,waiver,1169840202966298624,1733332000117,2024-12-04T17:06:40.117000+00:00,1733274148268,2024-12-04T01:02:28.268000+00:00,8177,,9,,,9,7,True,
2024,13,waiver,1167895407114235904,1732813589288,2024-11-28T17:06:29.288000+00:00,1732810472804,2024-11-28T16:14:32.804000+00:00,3634,10,,10,,,10,True,
2024,13,waiver,1167895407114235904,1732813589288,2024-11-28T17:06:29.288000+00:00,1732810472804,2024-11-28T16:14:32.804000+00:00,10219,,10,,10,10,10,True,
2024,13,free_agent,1167874275055882240,1732805434529,2024-11-28T14:50:34.529000+00:00,1732805434529,2024-11-28T14:50:34.529000+00:00,7066,8,,8,,,,True,
2024,14,waiver,1172435295023955968,1733936798748,2024-12-11T17:06:38.748000+00:00,1733892866429,2024-12-11T04:54:26.429000+00:00,8220,,8,,,8,52,True,
2024,14,waiver,1172435295023955968,1733936798748,2024-12-11T17:06:38.748000+00:00,1733892866429,2024-12-11T04:54:26.429000+00:00,2711,8,,8,8,,52,True,
2024,14,free_agent,1171181281112076288,1733593886214,2024-12-07T17:51:26.214000+00:00,1733593886214,2024-12-07T17:51:26.214000+00:00,7812,10,,10,,,,True,
2024,14,waiver,1170559107477770240,1733504800542,2024-12-06T17:06:40.542000+00:00,1733445548460,2024-12-06T00:39:08.460000+00:00,6963,,4,,4,4,55,True,
2024,14,free_agent,1170472354586152960,1733424864959,2024-12-05T18:54:24.959000+00:00,1733424864959,2024-12-05T18:54:24.959000+00:00,5970,8,,8,,,,True,
2024,14,free_agent,1170468084184895488,1733423846816,2024-12-05T18:37:26.816000+00:00,1733423846816,2024-12-05T18:37:26.816000+00:00,7601,5,,5,,,,True,
2024,14,trade,1170398288034668544,1733420074125,2024-12-05T17:34:34.125000+00:00,1733407206117,2024-12-05T14:00:06.117000+00:00,7002,3,5,3,5,5,,True,
2024,14,trade,1170398288034668544,1733420074125,2024-12-05T17:34:34.125000+00:00,1733407206117,2024-12-05T14:00:06.117000+00:00,11646,5,3,5,3,3,,True,
2024,14,trade,1170251978660954112,1733390550254,2024-12-05T09:22:30.254000+00:00,1733372323244,2024-12-05T04:18:43.244000+00:00,6819,5,3,5,3,3,,True,
2024,14,trade,1170251978660954112,1733390550254,2024-12-05T09:22:30.254000+00:00,1733372323244,2024-12-05T04:18:43.244000+00:00,11563,3,5,3,5,5,,True,
2024,14,trade,1170230666085314560,1733367842172,2024-12-05T03:04:02.172000+00:00,1733367241930,2024-12-05T02:54:01.930000+00:00,10866,3,8,3,8,8,,True,
2024,14,trade,1170226524453298176,1733366849415,2024-12-05T02:47:29.415000+00:00,1733366254488,2024-12-05T02:37:34.488000+00:00,9756,3,7,3,7,7,,True,
2024,15,waiver,1174908771700654080,1734541615507,2024-12-18T17:06:55.507000+00:00,1734482589223,2024-12-18T00:43:09.223000+00:00,4985,11,,11,11,,19,True,
2024,15,waiver,1174908771700654080,1734541615507,2024-12-18T17:06:55.507000+00:00,1734482589223,2024-12-18T00:43:09.223000+00:00,4351,,11,,,11,19,True,
2024,15,waiver,1173099879167438848,1734109626165,2024-12-13T17:07:06.165000+00:00,1734051315636,2024-12-13T00:55:15.636000+00:00,7066,,9,,9,9,0,True,
2024,15,free_agent,1173099855812759552,1734051310068,2024-12-13T00:55:10.068000+00:00,1734051310068,2024-12-13T00:55:10.068000+00:00,9227,9,,9,,,,True,
2024,15,free_agent,1172684785269981184,1733952349539,2024-12-11T21:25:49.539000+00:00,1733952349539,2024-12-11T21:25:49.539000+00:00,9220,10,,10,,,,True,
2024,15,waiver,1172598499607773184,1733936798748,2024-12-11T17:06:38.748000+00:00,1733931777434,2024-12-11T15:42:57.434000+00:00,8583,,5,,5,5,0,True,
2024,15,free_agent,1172598417357389824,1733931757824,2024-12-11T15:42:37.824000+00:00,1733931757824,2024-12-11T15:42:37.824000+00:00,6694,5,,5,,,,True,
2024,15,free_agent,1172598379591876608,1733931748820,2024-12-11T15:42:28.820000+00:00,1733931748820,2024-12-11T15:42:28.820000+00:00,11574,5,,5,,,,True,
2024,16,waiver,1177554855081938944,1735146407191,2024-12-25T17:06:47.191000+00:00,1735113464663,2024-12-25T07:57:44.663000+00:00,7607,,1,,,1,0,True,
2024,16,waiver,1177285910838755328,1735146407191,2024-12-25T17:06:47.191000+00:00,1735049343359,2024-12-24T14:09:03.359000+00:00,11292,12,,12,12,,4,True,
2024,16,waiver,1177285910838755328,1735146407191,2024-12-25T17:06:47.191000+00:00,1735049343359,2024-12-24T14:09:03.359000+00:00,3271,,12,,,12,4,True,
2024,16,waiver,1177285691931496448,1735146407191,2024-12-25T17:06:47.191000+00:00,1735049291167,2024-12-24T14:08:11.167000+00:00,11370,,12,,,12,0,True,
2024,16,waiver,1177285691931496448,1735146407191,2024-12-25T17:06:47.191000+00:00,1735049291167,2024-12-24T14:08:11.167000+00:00,11895,12,,12,12,,0,True,
2024,17,waiver,1179131371281141760,1735491986734,2024-12-29T17:06:26.734000+00:00,1735489335415,2024-12-29T16:22:15.415000+00:00,6659,,8,,8,8,0,True,
2024,17,waiver,1179131371281141760,1735491986734,2024-12-29T17:06:26.734000+00:00,1735489335415,2024-12-29T16:22:15.415000+00:00,4177,8,,8,,,0,True,
2024,17,waiver,1178806024126902272,1735491986734,2024-12-29T17:06:26.734000+00:00,1735411766609,2024-12-28T18:49:26.609000+00:00,3199,4,,4,,4,45,False,W+1 still owned by drop_from
2024,17,waiver,1178806024126902272,1735491986734,2024-12-29T17:06:26.734000+00:00,1735411766609,2024-12-28T18:49:26.609000+00:00,8255,,4,,4,,45,True,
2024,17,free_agent,1177742271156920320,1735158148138,2024-12-25T20:22:28.138000+00:00,1735158148138,2024-12-25T20:22:28.138000+00:00,2078,10,,10,,,,True,
2025,2,waiver,1273810418829119488,1758125355866,2025-09-17T16:09:15.866000+00:00,1758062579404,2025-09-16T22:42:59.404000+00:00,3161,,8,,,8,17,True,
2025,2,free_agent,1273810264843640832,1758062542690,2025-09-16T22:42:22.690000+00:00,1758062542690,2025-09-16T22:42:22.690000+00:00,10225,8,,8,8,,,True,
2025,2,free_agent,1272982363286024192,1757865155578,2025-09-14T15:52:35.578000+00:00,1757865155578,2025-09-14T15:52:35.578000+00:00,2309,6,,6,,,,True,
2025,2,free_agent,1272982311276654592,1757865143178,2025-09-14T15:52:23.178000+00:00,1757865143178,2025-09-14T15:52:23.178000+00:00,11617,6,,6,,,,True,
2025,2,waiver,1272960420482662400,1758125355866,2025-09-17T16:09:15.866000+00:00,1757859924006,2025-09-14T14:25:24.006000+00:00,11370,,7,,,7,0,True,
2025,2,waiver,1272960420482662400,1758125355866,2025-09-17T16:09:15.866000+00:00,1757859924006,2025-09-14T14:25:24.006000+00:00,11571,7,,7,7,,0,True,
2025,2,waiver,1272960261334011904,1757866153250,2025-09-14T16:09:13.250000+00:00,1757859886062,2025-09-14T14:24:46.062000+00:00,12493,7,,7,,,0,True,
2025,2,waiver,1272960261334011904,1757866153250,2025-09-14T16:09:13.250000+00:00,1757859886062,2025-09-14T14:24:46.062000+00:00,8177,,7,,7,,0,True,
2025,2,free_agent,1272253551074119680,1757691393205,2025-09-12T15:36:33.205000+00:00,1757691393205,2025-09-12T15:36:33.205000+00:00,10871,1,,1,,,,True,
2025,2,trade,1272144209607946240,1757689739129,2025-09-12T15:08:59.129000+00:00,1757665324169,2025-09-12T08:22:04.169000+00:00,421,5,1,5,1,1,,True,
2025,2,waiver,1271703462131826688,1757606985976,2025-09-11T16:09:45.976000+00:00,1757560241782,2025-09-11T03:10:41.782000+00:00,8698,,11,,11,11,5,True,
2025,2,waiver,1271571014035193856,1757606985976,2025-09-11T16:09:45.976000+00:00,1757528663694,2025-09-10T18:24:23.694000+00:00,10218,,7,,7,7,0,True,
2025,2,waiver,1271571014035193856,1757606985976,2025-09-11T16:09:45.976000+00:00,1757528663694,2025-09-10T18:24:23.694000+00:00,11616,7,,7,,,0,True,
2025,2,waiver,1271570906963021824,1757606985976,2025-09-11T16:09:45.976000+00:00,1757528638167,2025-09-10T18:23:58.167000+00:00,11439,7,,7,,,0,True,
2025,2,waiver,1271570906963021824,1757606985976,2025-09-11T16:09:45.976000+00:00,1757528638167,2025-09-10T18:23:58.167000+00:00,4454,,7,,7,7,0,True,
2025,2,waiver,1271570869725974528,1757606985976,2025-09-11T16:09:45.976000+00:00,1757528629289,2025-09-10T18:23:49.289000+00:00,8188,,7,,7,7,0,True,
2025,2,free_agent,1271497726873321472,1757511190674,2025-09-10T13:33:10.674000+00:00,1757511190674,2025-09-10T13:33:10.674000+00:00,11371,7,,7,,,,True,
2025,3,waiver,1276423983717191681,1758730142739,2025-09-24T16:09:02.739000+00:00,1758685701831,2025-09-24T03:48:21.831000+00:00,11199,,5,,,5,0,True,
2025,3,waiver,1276423760857014272,1758730142739,2025-09-24T16:09:02.739000+00:00,1758685648696,2025-09-24T03:47:28.696000+00:00,3200,,5,,,5,5,True,
2025,3,free_agent,1276402596487122944,1758680602717,2025-09-24T02:23:22.717000+00:00,1758680602717,2025-09-24T02:23:22.717000+00:00,2749,6,,6,6,,,True,
2025,3,free_agent,1276402504459915264,1758680580776,2025-09-24T02:23:00.776000+00:00,1758680580776,2025-09-24T02:23:00.776000+00:00,5987,6,,6,6,,,True,
2025,3,waiver,1276337481641390080,1758730142739,2025-09-24T16:09:02.739000+00:00,1758665078128,2025-09-23T22:04:38.128000+00:00,12493,,3,,,3,6,True,
2025,3,waiver,1276337481641390080,1758730142739,2025-09-24T16:09:02.739000+00:00,1758665078128,2025-09-23T22:04:38.128000+00:00,829,3,,3,3,,6,True,
2025,3,waiver,1276161884067745792,1758730142739,2025-09-24T16:09:02.739000+00:00,1758623212405,2025-09-23T10:26:52.405000+00:00,6938,7,,,7,,3,True,
2025,3,waiver,1276161884067745792,1758730142739,2025-09-24T16:09:02.739000+00:00,1758623212405,2025-09-23T10:26:52.405000+00:00,11299,,7,,,7,3,True,
2025,3,waiver,1275453890057244672,1758470973059,2025-09-21T16:09:33.059000+00:00,1758454413478,2025-09-21T11:33:33.478000+00:00,6938,,7,,7,,0,True,
2025,3,waiver,1275453890057244672,1758470973059,2025-09-21T16:09:33.059000+00:00,1758454413478,2025-09-21T11:33:33.478000+00:00,11435,7,,7,,2,0,True,
2025,3,waiver,1274848546310328320,1758384562919,2025-09-20T16:09:22.919000+00:00,1758310088282,2025-09-19T19:28:08.282000+00:00,6869,,7,,7,,0,True,
2025,3,free_agent,1274848334183399424,1758310037707,2025-09-19T19:27:17.707000+00:00,1758310037707,2025-09-19T19:27:17.707000+00:00,8177,7,,7,,,,True,
2025,4,waiver,1278947811336929280,1759334997113,2025-10-01T16:09:57.113000+00:00,1759287429226,2025-10-01T02:57:09.226000+00:00,11571,,5,,,5,0,True,
2025,4,free_agent,1277855740043743232,1759027059139,2025-09-28T02:37:39.139000+00:00,1759027059139,2025-09-28T02:37:39.139000+00:00,6869,7,,7,,,,True,
2025,4,waiver,1277148715315912704,1758902959925,2025-09-26T16:09:19.925000+00:00,1758858491309,2025-09-26T03:48:11.309000+00:00,7694,,6,,6,6,0,True,
2025,4,waiver,1276996300373524480,1758902959925,2025-09-26T16:09:19.925000+00:00,1758822152754,2025-09-25T17:42:32.754000+00:00,11435,,2,,2,2,0,True,
2025,4,waiver,1276996300373524480,1758902959925,2025-09-26T16:09:19.925000+00:00,1758822152754,2025-09-25T17:42:32.754000+00:00,4082,2,,2,,,0,True,
2025,4,waiver,1276996177992114176,1758902959925,2025-09-26T16:09:19.925000+00:00,1758822123576,2025-09-25T17:42:03.576000+00:00,8123,,2,,2,2,0,True,
2025,4,waiver,1276996177992114176,1758902959925,2025-09-26T16:09:19.925000+00:00,1758822123576,2025-09-25T17:42:03.576000+00:00,5937,2,,2,,,0,True,
2025,5,waiver,1281453052338921472,1759939776018,2025-10-08T16:09:36.018000+00:00,1759884725225,2025-10-08T00:52:05.225000+00:00,11783,,8,,,8,27,True,
2025,5,waiver,1281453052338921472,1759939776018,2025-10-08T16:09:36.018000+00:00,1759884725225,2025-10-08T00:52:05.225000+00:00,5955,8,,8,8,,27,True,
2025,5,waiver,1281452465656451072,1759939776018,2025-10-08T16:09:36.018000+00:00,1759884585349,2025-10-08T00:49:45.349000+00:00,11647,,8,,,8,28,True,
2025,5,waiver,1281452465656451072,1759939776018,2025-10-08T16:09:36.018000+00:00,1759884585349,2025-10-08T00:49:45.349000+00:00,10232,8,,8,8,10,28,True,
2025,5,free_agent,1280538877135699968,1759666768872,2025-10-05T12:19:28.872000+00:00,1759666768872,2025-10-05T12:19:28.872000+00:00,5010,12,,12,,,,True,
2025,5,waiver,1280530581515423744,1759680590855,2025-10-05T16:09:50.855000+00:00,1759664791043,2025-10-05T11:46:31.043000+00:00,9481,7,,7,,,0,True,
2025,5,waiver,1280530581515423744,1759680590855,2025-10-05T16:09:50.855000+00:00,1759664791043,2025-10-05T11:46:31.043000+00:00,4995,,7,,7,,0,True,
2025,5,waiver,1279712973891321856,1759507774297,2025-10-03T16:09:34.297000+00:00,1759469858195,2025-10-03T05:37:38.195000+00:00,2749,,12,,12,12,2,True,
2025,5,free_agent,1279622044761210880,1759448179001,2025-10-02T23:36:19.001000+00:00,1759448179001,2025-10-02T23:36:19.001000+00:00,10231,8,,8,,,,True,
2025,5,waiver,1279345087632916480,1759421347567,2025-10-02T16:09:07.567000+00:00,1759382147276,2025-10-02T05:15:47.276000+00:00,7607,,12,,12,12,9,True,
2025,5,waiver,1279345087632916480,1759421347567,2025-10-02T16:09:07.567000+00:00,1759382147276,2025-10-02T05:15:47.276000+00:00,8162,12,,12,,,9,True,
2025,5,waiver,1279228441605996544,1759421347567,2025-10-02T16:09:07.567000+00:00,1759354336695,2025-10-01T21:32:16.695000+00:00,8122,,7,,7,7,0,True,
2025,6,waiver,1284042850505351168,1760544562018,2025-10-15T16:09:22.018000+00:00,1760502181225,2025-10-15T04:23:01.225000+00:00,9487,8,,8,8,,13,True,
2025,6,waiver,1284042850505351168,1760544562018,2025-10-15T16:09:22.018000+00:00,1760502181225,2025-10-15T04:23:01.225000+00:00,11994,,8,,,8,13,True,
2025,6,waiver,1283959732410810368,1760544562018,2025-10-15T16:09:22.018000+00:00,1760482364327,2025-10-14T22:52:44.327000+00:00,7535,7,,,7,11,0,True,
2025,6,waiver,1283959732410810368,1760544562018,2025-10-15T16:09:22.018000+00:00,1760482364327,2025-10-14T22:52:44.327000+00:00,9479,,7,,,7,0,True,
2025,6,waiver,1283563471232856064,1760544562018,2025-10-15T16:09:22.018000+00:00,1760387888300,2025-10-13T20:38:08.300000+00:00,4219,7,,7,7,2,1,True,
