season,player_id,player_name,pos_rank,games,season_worp,positive_weeks,positive_week_pct,top2_positive_share,weeks_to_75pct_positive
2023,11073,Thayer Thomas,324,17,-1.4613017265625003,0,0.0,,
2023,11157,Brycen Tremayne,278,17,-1.4125989921875004,0,0.0,,
2023,11210,Malik Heath,152,13,-0.7752906953125002,1,0.07692307692307693,1.0,1.0
2023,11456,Tre'Shaun Harrison,308,17,-1.4363010078125005,0,0.0,,
2023,2334,Phillip Dorsett,287,17,-1.4296298046875004,0,0.0,,
2023,2410,Jamison Crowder,209,17,-1.0430959765625003,1,0.058823529411764705,1.0,1.0
2023,3155,Laquon Treadwell,298,17,-1.4330438046875003,0,0.0,,
2023,3423,Robbie Chosen,140,11,-0.7173218828125002,1,0.09090909090909091,1.0,1.0
2023,4177,Mack Hollins,133,13,-0.6348686718750001,2,0.15384615384615385,1.0,1.0
2023,5199,Byron Pringle,226,17,-1.1104798593750003,1,0.058823529411764705,1.0,1.0
2023,5773,KhaDarel Hodge,194,17,-1.0043543906250005,2,0.11764705882352941,1.0,2.0
2023,6149,Darius Slayton,47,17,0.29153477343749984,8,0.47058823529411764,0.4893977795982721,4.0
2023,6794,Justin Jefferson,33,17,0.8727464453124999,8,0.47058823529411764,0.36581381623376114,5.0
2023,6801,Tee Higgins,37,12,0.5559765390624998,7,0.5833333333333334,0.5342665330061509,4.0
2023,6803,Brandon Aiyuk,10,16,1.6028192890624995,13,0.8125,0.3745669315894672,7.0
2023,6886,Chase Claypool,158,12,-0.8052878203125002,1,0.08333333333333333,1.0,1.0
2023,6927,Quez Watkins,181,15,-0.9166109531250003,2,0.13333333333333333,1.0,1.0
2023,6985,Dezmon Patmon,72,1,-0.10257757031250003,0,0.0,,
2023,7090,Darnell Mooney,94,15,-0.3724478671875001,3,0.2,0.8968876800966659,2.0
2023,7191,Jaylon Moore,291,17,-1.4296298046875004,0,0.0,,
2023,7337,Easop Winston,319,17,-1.4466034296875003,0,0.0,,
2023,7438,Kristian Wilkerson,183,10,-0.9260881875000002,0,0.0,,
2023,7526,Jaylen Waddle,22,14,1.1200615781249996,13,0.9285714285714286,0.3706918694715538,6.0
2023,7564,Ja'Marr Chase,15,16,1.4791151718749997,12,0.75,0.4389411504827115,5.0
2023,7565,Terrace Marshall,112,10,-0.4965301562500003,2,0.2,1.0,1.0
2023,8176,Danny Gray,294,17,-1.4296298046875004,0,0.0,,
2023,8253,Deven Thompkins,222,17,-1.0747690468750004,1,0.058823529411764705,1.0,1.0
2023,8411,Devon Allen,303,17,-1.4362630859375005,0,0.0,,
2023,8416,Jalen Virgil,296,17,-1.4296298046875004,0,0.0,,
2023,8732,Raleigh Webb,260,16,-1.3478641328125005,0,0.0,,
2023,9494,Marvin Mims,114,16,-0.49791384375000036,2,0.125,1.0,2.0
2023,9504,Kayshon Boutte,98,5,-0.41400089062500006,0,0.0,,
2023,11099,Kearis Jackson,305,17,-1.4363010078125005,0,0.0,,
2023,11105,Shaquan Davis,282,17,-1.4182777656250005,0,0.0,,
2023,11257,Shedrick Jackson,306,17,-1.4363010078125005,0,0.0,,
2023,11312,T.J. Luther,238,14,-1.1819194687500003,0,0.0,,
2023,1352,Robert Woods,75,14,-0.15328132031250036,4,0.2857142857142857,0.6912952624213579,3.0
2023,2374,Tyler Lockett,34,17,0.7907716328124998,11,0.6470588235294118,0.3611770122510518,6.0
2023,2381,Chris Conley,255,17,-1.3166124140625004,1,0.058823529411764705,1.0,1.0
2023,2750,DeAndre Carter,268,17,-1.3590095625000003,0,0.0,,
2023,3225,Tyler Boyd,54,17,0.1275851640624998,10,0.5882352941176471,0.6174459544380068,4.0
2023,4068,Mike Williams,174,17,-0.8799162734375006,2,0.11764705882352941,1.0,2.0
2023,4274,David Moore,240,17,-1.2094060546875003,1,0.058823529411764705,1.0,1.0
2023,4454,Kendrick Bourne,87,17,-0.3267443046875002,4,0.23529411764705882,0.7628463958540098,2.0
2023,5432,Cam Sims,185,11,-0.9279734218750002,0,0.0,,
2023,5859,A.J. Brown,6,17,1.7869714765625,14,0.8235294117647058,0.2863013997433389,8.0
2023,5955,Hunter Renfrow,186,17,-0.9331187265625003,1,0.058823529411764705,1.0,1.0
2023,5965,Miles Boykin,271,17,-1.3749394609375005,0,0.0,,
2023,6032,Keelan Doss,261,17,-1.3496142109375004,0,0.0,,
2023,6154,David Sills,290,17,-1.4296298046875004,0,0.0,,
2023,6271,Olamide Zaccheaus,214,17,-1.0529998437500003,2,0.11764705882352941,1.0,1.0
2023,6786,CeeDee Lamb,1,17,3.1009335859375,17,1.0,0.23084740918712082,9.0
2023,6798,Jalen Reagor,201,16,-1.0165784609375004,1,0.0625,1.0,1.0
2023,6814,Laviska Shenault,187,14,-0.9433511093750003,0,0.0,,
2023,6847,Devin Duvernay,274,17,-1.3858944843750003,0,0.0,,
2023,6920,Isaiah Hodgins,161,17,-0.8151729296875003,2,0.11764705882352941,1.0,2.0
2023,7496,Nick Westbrook-Ikhine,121,17,-0.5208378437500001,5,0.29411764705882354,0.8097879571049005,2.0
2023,7534,Seth Williams,292,17,-1.4296298046875004,0,0.0,,
2023,7559,Ihmir Smith-Marsette,219,17,-1.0694694531250002,1,0.058823529411764705,1.0,1.0
2023,7579,Austin Watkins,320,17,-1.4466034296875003,0,0.0,,
2023,7596,Elijah Moore,59,17,0.027781789062499784,7,0.4117647058823529,0.42185684991837014,4.0
2023,7601,Rondale Moore,80,17,-0.20052178906250018,6,0.35294117647058826,0.6942244765627584,3.0
2023,7612,Dee Eskridge,207,12,-1.0375302031250002,0,0.0,,
2023,7619,Mathew Sexton,81,2,-0.2107201640625,0,0.0,,
2023,7703,Jacob Harris,293,17,-1.4296298046875004,0,0.0,,
2023,7751,Dax Milne,280,17,-1.4125989921875004,0,0.0,,
2023,8114,Erik Ezukanma,254,16,-1.3161226718750005,0,0.0,,
2023,8118,David Bell,147,15,-0.7579644687500003,2,0.13333333333333333,1.0,2.0
2023,8137,George Pickens,29,17,0.9794488828124999,12,0.7058823529411765,0.4733754657795873,4.0
2023,8142,Alec Pierce,93,17,-0.3677047187500003,3,0.17647058823529413,0.9134963216982401,2.0
2023,8414,Britain Covey,263,17,-1.3505478593750007,0,0.0,,
2023,8756,Brandon Johnson,132,17,-0.6211969765625006,3,0.17647058823529413,0.7848063425217575,2.0
2023,8928,Daylen Baldwin,206,12,-1.0356891953125003,0,0.0,,
2023,9488,Jaxon Smith-Njigba,53,17,0.13848263281249984,8,0.47058823529411764,0.4320437462566374,5.0
2023,9490,Tyler Scott,210,17,-1.0499002187500004,0,0.0,,
2023,9495,Rakim Jarrett,248,16,-1.2459044843750005,0,0.0,,
2023,9501,DeMario Douglas,60,14,0.007049046874999798,5,0.35714285714285715,0.506289855075199,4.0
2023,10226,Andrei Iosivas,162,16,-0.8202546484375003,1,0.0625,1.0,1.0
2023,10860,Malik Cunningham,223,13,-1.0750744687500005,0,0.0,,
2023,10867,Jake Bobo,173,17,-0.8784661171875005,2,0.11764705882352941,1.0,1.0
2023,11232,Isaiah Winstead,191,12,-0.9700128359375004,0,0.0,,
2023,11421,Ryan Miller,316,17,-1.4466034296875003,0,0.0,,
2023,1144,Cole Beasley,118,6,-0.5095754062500002,0,0.0,,
2023,2133,Davante Adams,14,17,1.4815984062499998,14,0.8235294117647058,0.39512933546359597,6.0
2023,2309,Amari Cooper,16,15,1.36665378125,11,0.7333333333333333,0.4554227677225724,5.0
2023,3433,Alex Erickson,170,16,-0.8568323281250001,1,0.0625,1.0,1.0
2023,4039,Cooper Kupp,40,16,0.5304889374999999,8,0.5,0.5051804117657825,4.0
2023,4040,JuJu Smith-Schuster,96,13,-0.40327907031250015,2,0.15384615384615385,1.0,2.0
2023,4234,Noah Brown,62,14,-0.01656790625000032,4,0.2857142857142857,0.7391078661745717,3.0
2023,4854,River Cracraft,202,16,-1.0180536015625004,1,0.0625,1.0,1.0
2023,4981,Calvin Ridley,19,17,1.2147355703124996,11,0.6470588235294118,0.3834530523391505,5.0
2023,4983,DJ Moore,7,17,1.7147341796874997,14,0.8235294117647058,0.3554061067060839,6.0
2023,5880,Parris Campbell,144,12,-0.7275385703125002,0,0.0,,
2023,5927,Terry McLaurin,32,17,0.8848984999999997,14,0.8235294117647058,0.364657641180185,7.0
2023,5970,Greg Dortch,131,16,-0.5975041484375002,4,0.25,0.7817095020345387,2.0
2023,6171,Cody Thompson,259,16,-1.3410208984375003,0,0.0,,
2023,6824,Donovan Peoples-Jones,195,15,-1.0044228671875004,0,0.0,,
2023,6989,Marquez Callaway,205,12,-1.0249118906250003,0,0.0,,
2023,7351,Kirk Merritt,83,3,-0.29177121874999995,0,0.0,,
2023,7525,DeVonta Smith,18,16,1.2241074296874996,13,0.8125,0.30562622887094454,7.0
2023,7562,Tutu Atwell,66,16,-0.0715340312500003,7,0.4375,0.6388338229055853,3.0
2023,7587,Dyami Brown,212,17,-1.0511480000000004,1,0.058823529411764705,1.0,1.0
2023,7595,Tylan Wallace,241,15,-1.2136612812500003,0,0.0,,
2023,7713,Jaelon Darden,321,17,-1.4466034296875003,0,0.0,,
2023,7793,Racey McMath,130,7,-0.5916300468750002,0,0.0,,
2023,8125,Calvin Austin,167,17,-0.8351177343750003,2,0.11764705882352941,1.0,1.0
2023,8171,Kyle Philips,150,13,-0.7693130937500003,2,0.15384615384615385,1.0,2.0
2023,8178,Braylon Sanders,302,17,-1.4362630859375005,0,0.0,,
2023,8204,Bo Melton,172,17,-0.8681048750000004,3,0.17647058823529413,0.9853841743988848,2.0
2023,8570,Derek Wright,313,17,-1.4363010078125005,0,0.0,,
2023,8745,Lance McCutcheon,262,16,-1.3497070625000003,0,0.0,,
2023,8755,Kaden Davis,281,17,-1.4125989921875004,0,0.0,,
2023,8917,KaVontae Turpin,138,16,-0.7012979140625004,3,0.1875,0.8453996362690775,2.0
2023,9500,Josh Downs,50,17,0.2632867656249996,8,0.47058823529411764,0.6097672396889436,4.0
2023,10444,Cedric Tillman,139,14,-0.7144393906250002,2,0.14285714285714285,1.0,2.0
2023,11081,Cephus Johnson,314,17,-1.4466034296875003,0,0.0,,
2023,11168,Xavier Smith,299,17,-1.4362630859375005,0,0.0,,
2023,11387,Sean Ryan,327,17,-1.4613017265625003,0,0.0,,
2023,1992,Allen Robinson,153,17,-0.7777574609375004,2,0.11764705882352941,1.0,1.0
2023,2197,Brandin Cooks,39,16,0.5375018125,9,0.5625,0.4527815812444781,5.0
2023,3200,Sterling Shepard,249,17,-1.2606917500000003,0,0.0,,
2023,3321,Tyreek Hill,2,16,3.0270828046875,16,1.0,0.25772594401098303,8.0
2023,4082,Curtis Samuel,44,16,0.3241350859374999,7,0.4375,0.40841890124240415,5.0
2023,5096,Ray-Ray McCloud,218,16,-1.0611025937500003,0,0.0,,
2023,5110,Russell Gage,318,17,-1.4466034296875003,0,0.0,,
2023,5121,Braxton Berrios,143,16,-0.7247174453125003,1,0.0625,1.0,1.0
2023,5134,Keith Kirkwood,189,13,-0.9520834140625003,0,0.0,,
2023,5846,DK Metcalf,20,16,1.1550756249999998,13,0.8125,0.3924984724307438,8.0
2023,5872,Deebo Samuel,12,15,1.5181249765625,12,0.8,0.39800876843191163,6.0
2023,5937,Diontae Johnson,48,17,0.2878620624999998,9,0.5294117647058824,0.4044905797585512,6.0
2023,5938,Lil'Jordan Humphrey,176,17,-0.8934312578125003,3,0.17647058823529413,0.9900856780872003,1.0
2023,6223,Juwann Winfree,198,12,-1.0124056484375001,0,0.0,,
2023,6427,Ashton Dulin,283,17,-1.4182777656250005,0,0.0,,
2023,6598,Trenton Irwin,141,16,-0.7179141171875003,3,0.1875,0.991197580474101,2.0
2023,6909,Lynn Bowden,237,17,-1.1653902343750004,0,0.0,,
2023,7066,K.J. Osborn,67,16,-0.08060822656250016,7,0.4375,0.6489376994883103,4.0
2023,7233,Andre Baccellia,279,17,-1.4125989921875004,0,0.0,,
2023,7729,Dez Fitzpatrick,246,15,-1.2308891250000005,0,0.0,,
2023,7746,Austin Trammell,270,17,-1.3728901953125006,0,0.0,,
2023,7757,Ben Skowronek,245,17,-1.2233988359375005,0,0.0,,
2023,8068,C.J. Saunders,102,5,-0.42298146093750005,0,0.0,,
2023,8112,Drake London,36,16,0.6802281718749996,10,0.625,0.5743141384599603,4.0
2023,8117,Jalen Tolbert,160,17,-0.8118896718750004,3,0.17647058823529413,0.9464153604030913,2.0
2023,8119,Jahan Dotson,69,17,-0.08651075000000036,7,0.4117647058823529,0.6576601428391009,3.0
2023,8144,Chris Olave,17,16,1.3311544531249995,14,0.875,0.2613369616656441,8.0
2023,8198,Charleston Rambo,73,1,-0.10257757031250003,0,0.0,,
2023,8250,Tay Martin,295,17,-1.4296298046875004,0,0.0,,
2023,8527,Dareke Young,243,14,-1.2158910156250002,0,0.0,,
2023,9492,Trey Palmer,97,17,-0.4052379843750002,5,0.29411764705882354,0.9614935171935903,1.0
2023,9493,Puka Nacua,5,17,2.0143273203125,13,0.7647058823529411,0.2844552403938962,7.0
2023,9997,Zay Flowers,26,16,1.0141000390625,13,0.8125,0.2738441493119742,6.0
2023,10221,Ronnie Bell,233,17,-1.1432978281250006,1,0.058823529411764705,1.0,1.0
2023,10225,Jonathan Mingo,111,16,-0.49129477343750033,4,0.25,0.7329967926022601,3.0
2023,10228,Charlie Jones,244,17,-1.2171436796875006,1,0.058823529411764705,1.0,1.0
2023,11024,Grant DuBose,258,16,-1.3380281328125003,0,0.0,,
2023,11070,Kazmeir Allen,277,17,-1.4125989921875004,0,0.0,,
2023,11189,Zay Malone,90,4,-0.362908171875,0,0.0,,
2023,11276,Joseph Ngata,300,17,-1.4362630859375005,0,0.0,,
2023,1426,DeAndre Hopkins,25,17,1.0675131015624997,10,0.5882352941176471,0.4244384324772364,5.0
2023,1689,Adam Thielen,21,17,1.1265939531249998,13,0.7647058823529411,0.4068095330510535,6.0
2023,1911,Willie Snead,276,17,-1.3999032500000004,0,0.0,,
2023,3199,Michael Thomas,108,17,-0.4561245078125003,8,0.47058823529411764,0.37474344014503563,5.0
2023,3286,Demarcus Robinson,99,16,-0.41485955468750024,5,0.3125,0.5269435007652421,4.0
2023,3342,Jakeem Grant,317,17,-1.4466034296875003,0,0.0,,
2023,4037,Chris Godwin,31,17,0.9510580859374997,15,0.8823529411764706,0.3490633843400488,7.0
2023,4622,Keelan Cole,272,16,-1.3792470859375003,0,0.0,,
2023,5026,Tre'Quan Smith,266,16,-1.3584928515625003,0,0.0,,
2023,5695,Brandon Powell,142,17,-0.7241131796875002,4,0.23529411764705882,0.7680199362341499,2.0
2023,5848,Marquise Brown,52,16,0.1427359531249997,9,0.5625,0.376508890634782,5.0
2023,6063,Tyron Billy-Johnson,265,16,-1.3542463671875005,0,0.0,,
2023,6069,Stanley Morgan,311,17,-1.4363010078125005,0,0.0,,
2023,6290,Scotty Miller,204,17,-1.0238634921875003,1,0.058823529411764705,1.0,1.0
2023,6402,Steven Sims,269,17,-1.3702120625000005,0,0.0,,
2023,6421,Jalen Guyton,203,15,-1.0224443046875002,1,0.06666666666666667,1.0,1.0
2023,6744,Greg Ward,275,16,-1.3908880937500003,0,0.0,,
2023,7540,Amari Rodgers,119,6,-0.5095754062500002,0,0.0,,
2023,7571,Rashod Bateman,123,16,-0.5304831640625001,1,0.0625,1.0,1.0
2023,7944,Michael Strachan,197,13,-1.0081455000000004,0,0.0,,
2023,7956,Cade Johnson,322,17,-1.4466034296875003,0,0.0,,
2023,8013,Tim Jones,247,17,-1.2374064296875005,0,0.0,,
2023,8121,Romeo Doubs,41,17,0.4490602656249996,10,0.5882352941176471,0.340449885474809,5.0
2023,8180,Jalen Nailor,208,13,-1.0385338281250003,0,0.0,,
2023,8235,Samori Toure,175,12,-0.8827412968750002,0,0.0,,
2023,8435,Kwamie Lassiter,286,17,-1.4268571640625005,0,0.0,,
2023,8571,Ra'Shaun Henry,84,3,-0.29177121874999995,0,0.0,,
2023,8628,Jontre Kirklin,200,12,-1.0158192343750003,0,0.0,,
2023,9497,Jalin Hyatt,146,17,-0.7526405937500003,3,0.17647058823529413,0.8342092255817055,2.0
2023,9499,Bryce Ford-Wheaton,332,17,-1.4613017265625003,0,0.0,,
2023,9502,Tank Dell,38,16,0.5486433359374998,7,0.4375,0.4997337634263158,4.0
2023,9754,Quentin Johnston,106,17,-0.4464010234375004,5,0.29411764705882354,0.5932873794788632,3.0
2023,8134,Khalil Shakir,74,17,-0.13542132031250037,6,0.35294117647058826,0.7185243879842261,3.0
2023,4942,Marcell Ateman,91,4,-0.362908171875,0,0.0,,
2023,9489,Justin Shorter,331,17,-1.4613017265625003,0,0.0,,
2023,5185,Allen Lazard,125,14,-0.5316520312500002,2,0.14285714285714285,1.0,1.0
2023,5917,Mecole Hardman,224,16,-1.0873015078125003,1,0.0625,1.0,1.0
2023,928,Randall Cobb,154,11,-0.7865789687500003,0,0.0,,
2023,2449,Stefon Diggs,11,17,1.5858887343749994,12,0.7058823529411765,0.32544501325098296,7.0
2023,6234,Deonte Harty,184,16,-0.9276444375000004,1,0.0625,1.0,1.0
2023,8146,Garrett Wilson,27,17,1.0025409843749997,14,0.8235294117647058,0.2872342985894951,8.0
2023,11306,Xavier Gipson,156,17,-0.7933181171875002,1,0.058823529411764705,1.0,1.0
2023,5154,Trent Sherfield,242,17,-1.2136678750000003,1,0.058823529411764705,1.0,1.0
2023,6943,Gabe Davis,46,17,0.3096743749999997,8,0.47058823529411764,0.3982992934040809,5.0
2023,11377,Tyrell Shavers,326,17,-1.4613017265625003,0,0.0,,
2023,11495,Bryan Thompson,328,17,-1.4613017265625003,0,0.0,,
2023,5915,Andy Isabella,329,17,-1.4613017265625003,0,0.0,,
2023,11520,Lucky Jackson,267,16,-1.3587241562500003,0,0.0,,
2023,2319,DeVante Parker,86,13,-0.31487738281250033,4,0.3076923076923077,0.764803763771965,2.0
2023,11056,Jared Wayne,250,15,-1.2633098046875004,0,0.0,,
2023,6783,Jerry Jeudy,51,16,0.1762026093749996,10,0.625,0.3753721174555746,6.0
2023,6239,Malik Taylor,252,16,-1.3032574453125005,0,0.0,,
2023,8076,Michael Bandy,225,13,-1.0880279375000004,0,0.0,,
2023,11034,Jalen Brooks,113,7,-0.4975581015625001,1,0.14285714285714285,1.0,1.0
2023,8223,Velus Jones,213,14,-1.0513545546875003,0,0.0,,
2023,11068,Mitchell Tinsley,79,2,-0.19019723437499997,0,0.0,,
2023,10213,Tre Tucker,122,16,-0.5235404531250003,4,0.25,0.83140931922321,2.0
2023,8147,John Metchie,196,16,-1.0075905859375003,0,0.0,,
2023,6699,Gunner Olszewski,199,12,-1.0150305703125002,0,0.0,,
2023,9503,Jacob Copeland,171,11,-0.8578882343750003,0,0.0,,
2023,4951,DJ Chark,64,15,-0.0659360078125002,5,0.3333333333333333,0.749768000558056,3.0
2023,10863,A.T. Perry,88,11,-0.3275943906250002,3,0.2727272727272727,0.996806899563306,2.0
2023,7533,Anthony Schwartz,157,9,-0.7984719765625001,0,0.0,,
2023,8126,Wan'Dale Robinson,49,15,0.2671317812499997,7,0.4666666666666667,0.4927883720028784,4.0
2023,8931,Josh Ali,231,14,-1.1364206484375003,0,0.0,,
2023,11226,Tyjon Lindsey,109,6,-0.4751402500000002,0,0.0,,
2023,6557,Jeff Smith,164,10,-0.8237058671875003,0,0.0,,
2023,8861,Irv Charles,232,14,-1.1366451718750004,0,0.0,,
2023,11204,Duece Watts,239,15,-1.2093626093750003,0,0.0,,
2023,5113,Cedrick Wilson,120,15,-0.5185154531250006,3,0.2,0.7546197554516374,2.0
2023,8167,Christian Watson,43,9,0.37097793749999963,5,0.5555555555555556,0.7692238477935249,2.0
2023,11184,Daniel Arias,129,8,-0.5904272578125004,0,0.0,,
2023,11347,Chase Cota,211,13,-1.0504141406250005,0,0.0,,
2023,7603,Shi Smith,234,14,-1.1445297890625006,0,0.0,,
2023,7789,Jalen Camp,124,6,-0.5307539218750001,0,0.0,,
2023,11046,Colton Dowell,178,11,-0.8960716875000004,0,0.0,,
2023,8005,Tarik Black,145,9,-0.7477968671875003,0,0.0,,
2023,9487,Parker Washington,148,14,-0.7606027734375005,2,0.14285714285714285,1.0,1.0
2023,5323,Equanimeous St. Brown,151,11,-0.7699631953125005,0,0.0,,
2023,7521,Chris Blair,228,14,-1.1265065468750004,0,0.0,,
2023,7812,Simi Fehoko,169,11,-0.8550992890625003,0,0.0,,
2023,11382,Dontay Demus,65,1,-0.07113695312500007,0,0.0,,
2023,6805,KJ Hamler,227,14,-1.1265065468750004,0,0.0,,
2023,6849,Denzel Mims,216,13,-1.0571746015625003,0,0.0,,
2023,8783,Kendric Pryor,221,13,-1.0733928359375005,0,0.0,,
2023,5139,Trey Quinn,63,1,-0.060073289062500035,0,0.0,,
2023,7135,Freddie Swain,220,13,-1.0733549140625005,0,0.0,,
2023,7530,Frank Darby,215,13,-1.0553695937500005,0,0.0,,
2023,11139,Elijah Cooks,137,9,-0.7005214062500003,0,0.0,,
2023,11190,Keilahn Harris,76,2,-0.1569696562500001,0,0.0,,
2023,11192,Malik Flowers,70,1,-0.08659394531250009,0,0.0,,
2023,5013,Anthony Miller,71,1,-0.08659394531250009,0,0.0,,
2023,7357,Dan Chisena,193,12,-0.9896175312500004,0,0.0,,
2023,6857,Collin Johnson,182,11,-0.9189190546875003,0,0.0,,
2023,947,Julio Jones,127,11,-0.5631628125000003,1,0.09090909090909091,1.0,1.0
2023,7032,Tyrie Cleveland,165,10,-0.8258153750000004,0,0.0,,
