capturable_player_weeks,capturable_worp,no_prior_sample_cases,no_prior_sample_rate,prior_sample_cases,any_prev1_usage_case_share,midplus_prior_signal_case_share,midplus_prior_signal_worp_share
495,23.106847117187478,15,0.030303030303030304,480,0.6854166666666667,0.15833333333333333,0.17856634399369833
