pos_rank,seasons,mean_worp,median_worp,sd_worp
275,3,-1.3756139114583334,-1.3687577734375,0.013250863039543728
276,3,-1.3841036197916667,-1.3776372656250002,0.013757763128481397
277,3,-1.388967635416667,-1.3783795859375,0.02050214232352983
278,3,-1.3897090208333334,-1.3783795859375,0.019823633456785346
279,3,-1.3921290729166669,-1.385301171875,0.018051904178703178
280,3,-1.3967834166666668,-1.3981035546875,0.016515263728310397
281,3,-1.3974113203125,-1.3992422421875,0.016181010245386
282,3,-1.4002526770833335,-1.401198984375,0.018516386989504762
283,3,-1.4011270052083333,-1.4030796484375,0.018205787943755065
284,3,-1.4029723072916669,-1.407379734375,0.017920383920816782
285,3,-1.4081576901041668,-1.41961196875,0.021470011511264785
286,3,-1.4173572395833336,-1.41961196875,0.010805189749800641
287,3,-1.4188492578125,-1.41961196875,0.011181429242813781
288,3,-1.420395158854167,-1.41961196875,0.008869024026025555
289,3,-1.42277203125,-1.41961196875,0.005945086950638247
290,3,-1.4230444427083337,-1.4198915546875002,0.005704803797818551
291,3,-1.4246616901041669,-1.4234537890625,0.004487783045030394
292,3,-1.4250916718750002,-1.4234537890625,0.003980499943089794
293,3,-1.4275879296875003,-1.4296298046875004,0.0035803594560085113
294,3,-1.429987377604167,-1.4296298046875004,0.006719514263224334
295,3,-1.429987377604167,-1.4296298046875004,0.006719514263224334
296,3,-1.429987377604167,-1.4296298046875004,0.006719514263224334
297,3,-1.4327640833333335,-1.43178390625,0.0037224451434298483
298,3,-1.43448634375,-1.4330438046875005,0.0036445108102404295
299,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
300,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
301,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
302,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
303,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
304,3,-1.4355594375000003,-1.4362630859375003,0.003477515014853009
305,3,-1.4355720781250003,-1.4363010078125005,0.003481418346424378
306,3,-1.4358878723958337,-1.4363010078125005,0.003913786559715042
307,3,-1.436969651041667,-1.4363010078125005,0.005550355480088105
308,3,-1.4369908489583336,-1.4363010078125005,0.005520689545021718
309,3,-1.4372382890625002,-1.4363010078125005,0.0059153857328967125
310,3,-1.4372382890625002,-1.4363010078125005,0.0059153857328967125
311,3,-1.4372382890625002,-1.4363010078125005,0.0059153857328967125
312,3,-1.4372382890625002,-1.4363010078125005,0.0059153857328967125
313,3,-1.439161268229167,-1.4363010078125005,0.007966653640468687
314,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
315,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
316,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
317,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
318,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
319,3,-1.4437523411458335,-1.4466034296875003,0.009629121336607543
320,3,-1.4450318359375,-1.4466034296875003,0.01130861631186492
321,3,-1.4450318359375,-1.4466034296875003,0.01130861631186492
322,3,-1.4468532083333336,-1.4466034296875003,0.008497109323671087
323,3,-1.4468532083333336,-1.4466034296875003,0.008497109323671087
324,3,-1.4517965546875002,-1.455472453125,0.011781365291832335
325,3,-1.4517965546875002,-1.455472453125,0.011781365291832335
326,3,-1.4517965546875002,-1.455472453125,0.011781365291832335
327,3,-1.4517965546875002,-1.455472453125,0.011781365291832335
328,3,-1.452124658854167,-1.455472453125,0.011231617554928226
329,3,-1.452124658854167,-1.455472453125,0.011231617554928226
330,3,-1.452124658854167,-1.455472453125,0.011231617554928226
331,3,-1.452124658854167,-1.455472453125,0.011231617554928226
332,3,-1.452124658854167,-1.455472453125,0.011231617554928226
333,3,-1.4604434609375,-1.45911646875,0.01796349704480742
334,2,-1.4511483632812499,-1.4511483632812499,0.01126860282032546
335,2,-1.4511483632812499,-1.4511483632812499,0.01126860282032546
336,2,-1.4574447578125,-1.4574447578125,0.002364156280179884
337,1,-1.45911646875,-1.45911646875,
338,1,-1.45911646875,-1.45911646875,
339,1,-1.45911646875,-1.45911646875,
340,1,-1.45911646875,-1.45911646875,
341,1,-1.45911646875,-1.45911646875,
342,1,-1.45911646875,-1.45911646875,
343,1,-1.45911646875,-1.45911646875,
