league_id,season,stratum,bench,capacity,lookback,test_week,QB,RB,WR,TE,status,capture,test_regret
1048274355802820608,2024,SF_2TE,5,17,5,8,5.0,5.0,4.0,3.0,evaluated,3.1224375168749994,0.15785916677083334
1048274355802820608,2024,SF_2TE,5,17,5,12,3.0,4.0,7.0,3.0,evaluated,4.086980609374999,0.006630165729166748
1048274355802820608,2024,SF_2TE,12,24,3,8,6.0,7.0,8.0,3.0,evaluated,3.2775366098958325,0.08265313500000016
1048274355802820608,2024,SF_2TE,12,24,3,12,6.0,6.0,8.0,4.0,evaluated,4.0249225490625,0.040942943229165994
1048274355802820608,2024,SF_2TE,12,24,5,8,6.0,5.0,8.0,5.0,evaluated,3.298399193541666,0.00737622583333349
1048274355802820608,2024,SF_2TE,12,24,5,12,6.0,5.0,8.0,5.0,evaluated,4.060978354687499,0.03815294302083316
1048278093472837632,2024,SF_2TE,5,16,3,8,3.0,6.0,4.0,3.0,evaluated,2.791216536458333,0.19570907177083333
1048278093472837632,2024,SF_2TE,5,16,3,12,3.0,4.0,6.0,3.0,evaluated,3.3029816419791658,0.003943854062499715
1048278093472837632,2024,SF_2TE,5,16,5,8,3.0,5.0,4.0,4.0,evaluated,2.8351705002083327,0.1397905144791666
1048278093472837632,2024,SF_2TE,5,16,5,12,3.0,5.0,6.0,2.0,evaluated,3.2442639651041656,0.08958434999999998
1048278093472837632,2024,SF_2TE,12,23,3,8,4.0,8.0,7.0,4.0,evaluated,2.9680653309374994,0.06535602781250012
1048278093472837632,2024,SF_2TE,12,23,3,12,3.0,6.0,10.0,4.0,evaluated,3.3010792041666654,0.021562216979166344
1048278093472837632,2024,SF_2TE,12,23,5,8,4.0,8.0,6.0,5.0,evaluated,2.934940282708333,0.006008978645833274
1048278093472837632,2024,SF_2TE,12,23,5,12,5.0,8.0,6.0,4.0,evaluated,3.3137045287499993,0.02153848510416667
1180354306008649728,2025,SF_2TE,5,16,3,8,2.0,5.0,5.0,4.0,evaluated,2.558759156979166,0.053112282500000184
1180354306008649728,2025,SF_2TE,5,16,3,12,2.0,6.0,4.0,4.0,evaluated,2.7533107018749994,0.083123621354167
1180354306008649728,2025,SF_2TE,5,16,5,8,2.0,5.0,5.0,4.0,evaluated,2.5746847099999997,0.05152749927083352
1180354306008649728,2025,SF_2TE,5,16,5,12,2.0,6.0,5.0,3.0,evaluated,2.847069491562499,0.08313270635416685
1180354306008649728,2025,SF_2TE,12,23,3,8,5.0,5.0,9.0,4.0,evaluated,2.5646996710416663,0.0388283431250002
1180354306008649728,2025,SF_2TE,12,23,3,12,5.0,8.0,6.0,4.0,evaluated,2.839288935104166,0.0
1180354306008649728,2025,SF_2TE,12,23,5,8,5.0,5.0,9.0,4.0,evaluated,2.573402429791666,0.03384706760416659
1180354306008649728,2025,SF_2TE,12,23,5,12,5.0,8.0,6.0,4.0,evaluated,2.9101573271874996,0.0030917759374998375
1180578870847586304,2025,SF_2TE,5,16,3,8,3.0,5.0,4.0,4.0,evaluated,2.5656937210416664,0.023582176666666548
1180578870847586304,2025,SF_2TE,5,16,3,12,3.0,5.0,4.0,4.0,evaluated,2.7935333528124993,0.0465470537499999
1180578870847586304,2025,SF_2TE,5,16,5,8,3.0,5.0,5.0,3.0,evaluated,2.5611841211458333,0.043416338645833275
1180578870847586304,2025,SF_2TE,5,16,5,12,3.0,5.0,4.0,4.0,evaluated,2.876815101249999,0.04744370083333349
1180578870847586304,2025,SF_2TE,12,23,3,8,3.0,5.0,10.0,5.0,evaluated,2.5410481553124993,0.06070963802083348
1180578870847586304,2025,SF_2TE,12,23,3,12,3.0,9.0,6.0,5.0,chosen_unavailable,,
1180578870847586304,2025,SF_2TE,12,23,5,8,4.0,5.0,9.0,5.0,evaluated,2.559935821666666,0.04761693760416671
1180578870847586304,2025,SF_2TE,12,23,5,12,4.0,8.0,6.0,5.0,evaluated,2.9033759690624996,0.006038365625000115
