league_id,season,stratum,bench,capacity,test_week,seed,lookback,signed_capture,positive_capture,negative_capture,oracle_positive
1201959553390891008,2025,SF_1TE,12,22,8,27000,3,1.520748041875,2.841772359687499,-1.3210243178124994,4.303374999687499
1201959553390891008,2025,SF_1TE,12,22,8,27000,5,1.4527447043750001,2.844567265937499,-1.3918225615624993,4.303374999687499
1201959553390891008,2025,SF_1TE,5,15,12,7000,3,1.8847938690625,3.0516910040624987,-1.1668971349999993,3.6471743043749987
1201959553390891008,2025,SF_1TE,5,15,12,7000,5,1.9436873309375,3.0916788881249992,-1.1479915571874992,3.6471743043749987
1201959553390891008,2025,SF_1TE,12,22,12,7000,3,1.8762704409374997,3.023412795312499,-1.1471423543749992,4.219688916249998
1201959553390891008,2025,SF_1TE,12,22,12,7000,5,1.9041804596874998,3.058771671874999,-1.1545912121874995,4.219688916249998
1201959553390891008,2025,SF_1TE,5,15,12,17000,3,1.8260287956249996,3.003939441874999,-1.177910646249999,3.606213374687499
1201959553390891008,2025,SF_1TE,5,15,12,17000,5,1.8754461828124998,3.0525479199999994,-1.1771017371874994,3.606213374687499
1201959553390891008,2025,SF_1TE,12,22,12,17000,3,1.7897825324999996,2.9632170184374993,-1.173434485937499,4.124414329999999
1201959553390891008,2025,SF_1TE,12,22,12,17000,5,1.8548964987499996,3.0217126318749994,-1.1668161331249993,4.124414329999999
1201959553390891008,2025,SF_1TE,5,15,12,27000,3,1.673652263125,2.909674826249999,-1.2360225631249993,3.526915585624999
1201959553390891008,2025,SF_1TE,5,15,12,27000,5,1.7579636237499998,2.976464748749999,-1.2185011249999993,3.526915585624999
1201959553390891008,2025,SF_1TE,12,22,12,27000,3,1.6624262818749997,2.879796058124999,-1.2173697762499995,4.072028740624999
1201959553390891008,2025,SF_1TE,12,22,12,27000,5,1.7357948856249998,2.945678540624999,-1.2098836549999994,4.072028740624999
914741498980225024,2023,SF_1TE,5,16,8,7000,3,2.7865991656249998,3.596898434062499,-0.8102992684374993,4.1670012221874995
914741498980225024,2023,SF_1TE,5,16,8,7000,5,2.7728178528124996,3.614541970624999,-0.8417241178124992,4.1670012221874995
914741498980225024,2023,SF_1TE,12,23,8,7000,3,2.8253519556249995,3.634979156249999,-0.8096272006249994,4.535714862812498
914741498980225024,2023,SF_1TE,12,23,8,7000,5,2.8099403378125,3.6489672737499994,-0.8390269359374993,4.535714862812498
914741498980225024,2023,SF_1TE,5,16,8,17000,3,2.8115285793749996,3.6321137290624987,-0.8205851496874993,4.235192330937498
914741498980225024,2023,SF_1TE,5,16,8,17000,5,2.8181223334374996,3.665783555937499,-0.8476612224999993,4.235192330937498
914741498980225024,2023,SF_1TE,12,23,8,17000,3,2.8392067593749997,3.662836431249999,-0.8236296718749994,4.5968568828124985
914741498980225024,2023,SF_1TE,12,23,8,17000,5,2.8422008918749997,3.687302713437499,-0.8451018215624992,4.5968568828124985
914741498980225024,2023,SF_1TE,5,16,8,27000,3,2.8927301868749997,3.6904548199999994,-0.7977246331249993,4.274477178749999
914741498980225024,2023,SF_1TE,5,16,8,27000,5,2.8605676015625,3.695695002187499,-0.8351274006249992,4.274477178749999
914741498980225024,2023,SF_1TE,12,23,8,27000,3,2.917165113125,3.716346264687499,-0.7991811515624994,4.614085869062499
914741498980225024,2023,SF_1TE,12,23,8,27000,5,2.8779732156249995,3.710270671249999,-0.8322974556249993,4.614085869062499
914741498980225024,2023,SF_1TE,5,16,12,7000,3,2.8194412884375,3.6640053487499995,-0.8445640603124992,4.197032863437499
914741498980225024,2023,SF_1TE,5,16,12,7000,5,2.8240036759375,3.6870330165624994,-0.8630293406249993,4.197032863437499
914741498980225024,2023,SF_1TE,12,23,12,7000,3,2.8478911446875,3.6706383303124994,-0.8227471856249993,4.490913154999999
914741498980225024,2023,SF_1TE,12,23,12,7000,5,2.8505301296875003,3.6954916862499996,-0.8449615565624992,4.490913154999999
914741498980225024,2023,SF_1TE,5,16,12,17000,3,2.65820101,3.522919896874999,-0.8647188868749992,4.101448532812499
