league_id,season,stratum,bench,capacity,test_week,lookback,seed,signed_capture,positive_capture,negative_capture,oracle_positive,positive_capture_fraction
918960870980501504,2023,SF_1TE,12,22,12,5,17000.0,2.1455704698958336,3.2603697942708325,-1.1147993243749992,4.585753169999999,0.7109780385913865
920016644603248640,2023,SF_2TE,5,17,8,3,17000.0,3.5081093908333325,4.171541750104165,-0.6634323592708329,4.621005021666665,0.9027347363928223
920016644603248640,2023,SF_2TE,5,17,8,5,17000.0,3.5024397922916655,4.1767607166666645,-0.6743209243749996,4.621005021666665,0.903864137148292
920016644603248640,2023,SF_2TE,5,17,12,3,17000.0,3.3221477861458317,4.0086398789583315,-0.6864920928124997,4.582104393854164,0.8748469118981657
920016644603248640,2023,SF_2TE,5,17,12,5,17000.0,3.350168079583332,4.047381648229165,-0.6972135686458331,4.582104393854164,0.8833019286199141
920016644603248640,2023,SF_2TE,12,24,8,3,17000.0,3.5590279694791653,4.220605397604165,-0.6615774281249996,5.072141228229165,0.8321151181899766
920016644603248640,2023,SF_2TE,12,24,8,5,17000.0,3.5595480299999984,4.227636376354165,-0.6680883463541663,5.072141228229165,0.8335013135724848
920016644603248640,2023,SF_2TE,12,24,12,3,17000.0,3.321141840312498,4.017093324062498,-0.6959514837499996,4.903768869062497,0.8191848823475414
920016644603248640,2023,SF_2TE,12,24,12,5,17000.0,3.366089345729165,4.054047178541665,-0.6879578328124997,4.903768869062497,0.8267206890843365
920523240571850752,2023,1QB,5,14,8,3,17000.0,2.0410101926041655,3.0355989004166655,-0.9945887078124999,3.7510800715624986,0.8092599577998872
920523240571850752,2023,1QB,5,14,8,5,17000.0,1.9579615676041655,2.9808536316666654,-1.0228920640624999,3.7510800715624986,0.7946654229710969
920523240571850752,2023,1QB,5,14,12,3,17000.0,1.8528508193749997,2.9255067422916663,-1.0726559229166661,3.5229334368749985,0.8304178306833759
920523240571850752,2023,1QB,5,14,12,5,17000.0,1.8218131391666663,2.940393784166666,-1.1185806449999995,3.5229334368749985,0.8346435823592876
